pl_name,pl_letter,pl_rade,pl_masse,pl_dens,pl_orbper,pl_eqt,pl_insol,st_teff,st_rad,st_mass,st_spectype,disc_year,discoverymethod,disc_facility,tran_flag,ra,dec,planet_size_class,discovery_era,habitable_candidate
Kepler-54 c,c,1.33,,,12.07135949,395.0,5.78,3726.0,0.47,0.49,,2012,Transit,Kepler,1,294.7739245,43.0561976,Super-Earth,2010–2015,False
Kepler-1269 b,b,1.61,,,37.3308,599.0,,6115.0,1.09,1.05,,2016,Transit,Kepler,1,287.8055442,45.3405371,Super-Earth,2016+,False
K2-22 b,b,4.31,,,0.381087,,,3830.0,0.54,,,2015,Transit,K2,1,169.4827046,2.6190363,Neptune-like,2010–2015,False
Kepler-77 b,b,10.43,,,3.578780551,1144.0,405.36,5705.0,0.976,1.09,,2013,Transit,Kepler,1,289.6079433,44.3454347,Gas Giant,2010–2015,False
Kepler-394 b,b,1.72,,,8.00505342,1063.0,302.24,6426.0,1.154,1.145,,2014,Transit,Kepler,1,296.3019792,50.6723115,Super-Earth,2010–2015,False
Kepler-1945 b,b,1.289,,,6.080039978,,,4991.0,0.804,0.767,,2021,Transit,Kepler,1,281.8980828,42.2858185,Super-Earth,2016+,False
Kepler-114 c,c,1.29,,,8.041347775,507.0,15.59,3980.0,0.54,0.56,,2013,Transit,Kepler,1,294.121482,48.3497977,Super-Earth,2010–2015,False
TOI-4137 b,b,13.57407563,457.67290608,1.01,3.8016122,1570.0,1013.0,6202.0,1.438,1.313,,2022,Transit,Transiting Exoplanet Survey Satellite (TESS),1,77.612879,70.391079,Gas Giant,2016+,False
KELT-9 b,b,19.985647,775.5052,,,,,,2.178,1.978,,2017,Transit,KELT-North,1,307.8598998,39.9389161,Gas Giant,2016+,False
Kepler-407 b,b,1.161,,5.876579,0.669309686,,,,,1.067,,2014,Transit,Kepler,1,286.0363025,49.6145027,Earth-like,2010–2015,False
Kepler-431 b,b,0.97,,,6.80252171,1337.0,755.47,6293.0,1.682,1.1,,2015,Transit,Kepler,1,281.1123072,43.2277663,Earth-like,2010–2015,False
HD 183579 b,b,3.53,11.2,1.4,17.471275,748.0,,5706.0,0.974,1.034,G2 V,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),1,293.2866147,-54.5327284,Neptune-like,2016+,False
Kepler-1397 b,b,1.72,,,47.449955,,,6026.0,1.12,1.09,,2016,Transit,Kepler,1,299.6758812,47.0758234,Super-Earth,2016+,False
Kepler-332 b,b,1.17,,,7.626324,,,4955.0,0.72,,,2014,Transit,Kepler,1,286.6627811,47.4136938,Earth-like,2010–2015,False
Kepler-1591 b,b,0.95,,,8.18504949,892.0,149.41,5984.0,0.906,0.993,,2016,Transit,Kepler,1,296.5166659,44.6086233,Earth-like,2016+,False
Kepler-114 d,d,2.71,,,11.776138457,,,4660.0,0.71,0.77,,2013,Transit,Kepler,1,294.121482,48.3497977,Neptune-like,2010–2015,False
Kepler-299 c,c,2.104,,,6.88595559,,175.2,5678.0,0.973,1.004,,2014,Transit,Kepler,1,283.2070156,48.5805222,Neptune-like,2010–2015,False
Kepler-354 d,d,1.24,,,24.209842,,,4648.0,0.674,,,2014,Transit,Kepler,1,285.7515347,41.3356739,Earth-like,2010–2015,False
Kepler-695 b,b,9.17,,,3.040330424,1021.0,257.29,5035.0,0.791,0.754,,2016,Transit,Kepler,1,299.3160934,40.8223815,Gas Giant,2016+,False
Kepler-1948 b,b,0.7,,,15.57131611,391.0,5.52,3842.0,0.526,0.531,,2021,Transit,Kepler,1,287.3640804,47.7853043,Earth-like,2016+,False
Kepler-144 b,b,1.61,,,5.88528169,,,6274.0,1.47,1.24,,2014,Transit,Kepler,1,281.9156128,42.7755535,Super-Earth,2010–2015,False
Kepler-876 b,b,1.55,,,5.1443645,923.0,171.63,5157.0,0.904,0.83,,2016,Transit,Kepler,1,283.4781717,43.3837235,Super-Earth,2016+,False
Kepler-1302 b,b,1.43,,,8.83922659,,,5236.0,0.82,0.86,,2016,Transit,Kepler,1,290.9892462,50.308064,Super-Earth,2016+,False
Kepler-750 c,c,1.31,,,4.08902,1218.0,,6243.0,1.02,1.12,,2016,Transit,Kepler,1,289.0968274,44.004364,Super-Earth,2016+,False
Kepler-79 d,d,6.912,11.3,,52.090767,,,,1.283,1.244,,2014,Transit,Kepler,1,300.5171067,44.3815508,Gas Giant,2010–2015,False
Kepler-100 d,d,1.55,,,35.3331932,670.0,47.52,5788.0,1.474,1.05,,2014,Transit,Kepler,1,291.3861294,41.9901394,Super-Earth,2010–2015,False
Kepler-129 c,c,2.396,,,82.2000105,,17.4,5808.0,1.636,1.235,,2014,Transit,Kepler,1,285.3111845,47.8484775,Neptune-like,2010–2015,False
Kepler-1705 b,b,1.07,,,9.0194714,789.0,91.74,5775.0,0.768,0.838,,2021,Transit,Kepler,1,301.5785316,44.3121639,Earth-like,2016+,False
Kepler-227 b,b,2.749,,,9.48803146,,96.7,5539.0,0.925,0.954,,2014,Transit,Kepler,1,291.9342748,48.141676,Neptune-like,2010–2015,False
K2-99 b,b,12.48,,,18.24841,,,,2.71,,,2016,Transit,K2,1,208.7737624,-5.4424943,Gas Giant,2016+,False
HIP 9618 c,c,3.42855926,7.0,1.0,52.56363,470.31,,5649.0,0.9593,0.942,,2023,Transit,Transiting Exoplanet Survey Satellite (TESS),1,30.9050061,21.2813274,Neptune-like,2016+,False
Kepler-974 b,b,1.57,,,4.194496514,,,3687.0,0.5,0.52,,2016,Transit,Kepler,1,285.0131082,40.2209547,Super-Earth,2016+,False
Kepler-1160 b,b,1.81,,,7.97033985,839.0,116.77,5774.0,0.818,0.907,,2016,Transit,Kepler,1,287.8793899,43.3640752,Super-Earth,2016+,False
Kepler-174 d,d,2.29,,,247.354914,212.0,0.48,4859.0,0.651,0.636,,2014,Transit,Kepler,1,287.4389454,43.8320052,Neptune-like,2010–2015,False
Kepler-1540 b,b,2.49,,,125.4131177,,,4540.0,0.69,0.74,,2016,Transit,Kepler,1,283.3445555,41.2017544,Neptune-like,2016+,False
Kepler-800 b,b,2.91,,,14.13176026,677.0,49.68,5626.0,0.824,0.905,,2016,Transit,Kepler,1,286.5747697,44.7951858,Neptune-like,2016+,False
Kepler-165 c,c,2.277,,,,,25.931,5100.0,0.748,,,2014,Transit,Kepler,1,280.69092,47.8096702,Neptune-like,2010–2015,False
Kepler-146 b,b,3.56,,,31.1588249,639.0,39.46,5951.0,1.155,1.015,,2014,Transit,Kepler,1,294.1107631,38.7102222,Neptune-like,2010–2015,False
Kepler-1421 b,b,0.71,,,6.9131112,1131.0,386.64,6540.0,1.151,1.173,,2016,Transit,Kepler,1,286.5806115,48.5442312,Earth-like,2016+,False
Kepler-721 b,b,2.67,,,5.392066,796.0,,5110.0,0.7,0.798,,2016,Transit,Kepler,1,284.4305132,44.4803776,Neptune-like,2016+,False
Kepler-10 c,c,2.227,20.0,10.0,45.29485,485.0,,5627.0,1.056,0.895,,2011,Transit,Kepler,1,285.679298,50.2414842,Neptune-like,2010–2015,False
Kepler-214 b,b,1.92,,,15.66057659,785.0,89.76,6332.0,0.981,1.041,,2014,Transit,Kepler,1,284.7548499,44.95605,Super-Earth,2010–2015,False
HIP 9618 b,b,3.75,8.4,0.9,20.77288,685.0,36.8,5550.0,0.95,0.93,,2023,Transit,Transiting Exoplanet Survey Satellite (TESS),1,30.9050061,21.2813274,Neptune-like,2016+,False
Kepler-295 c,c,1.2,,,21.5262569,620.0,35.03,5607.0,0.886,0.8,,2014,Transit,Kepler,1,285.3458383,45.3677754,Earth-like,2010–2015,False
Kepler-436 b,b,2.431,,,64.001151,,2.5,4734.0,0.655,0.709,,2015,Transit,Kepler,1,301.7207775,44.4120856,Neptune-like,2010–2015,False
Kepler-244 d,d,2.4,,,20.05043,587.0,,5553.0,0.81,0.91,,2014,Transit,Kepler,1,287.242641,42.3014185,Neptune-like,2010–2015,False
Kepler-1818 b,b,1.48,,,4.64493642,1209.0,504.23,6047.0,1.129,1.021,,2021,Transit,Kepler,1,284.3284866,40.5688741,Super-Earth,2016+,False
Kepler-1365 b,b,0.92,,,7.69994466,969.0,208.61,5727.0,1.104,0.946,,2016,Transit,Kepler,1,292.1996573,42.0459944,Earth-like,2016+,False
HD 136352 b,b,1.643,4.68,5.844433,11.577794,,,5664.0,1.054,0.876,G4 V,2019,Radial Velocity,La Silla Observatory,1,230.4401147,-48.3188174,Super-Earth,2016+,False
Kepler-1753 b,b,2.27,,,16.00454026,586.0,27.94,5178.0,0.777,0.853,,2021,Transit,Kepler,1,288.236664,46.6058744,Neptune-like,2016+,False
K2-288 B b,b,1.9,,,31.393463,226.36,,3341.0,0.32,0.33,M3 V,2018,Transit,K2,1,55.4442857,18.2684913,Super-Earth,2016+,True
K2-341 b,b,3.21,,,36.552551,598.0,,5817.0,1.16,0.98,,2021,Transit,K2,1,130.4971951,19.9166357,Neptune-like,2016+,False
Kepler-1504 b,b,2.27,,,82.304003,391.0,5.55,5751.0,0.848,0.888,,2016,Transit,Kepler,1,289.7119947,50.1282265,Neptune-like,2016+,False
Kepler-391 b,b,2.319,,,7.41680902,,648.9,5090.0,2.691,1.334,,2014,Transit,Kepler,1,290.6218844,51.0573453,Neptune-like,2010–2015,False
K2-244 b,b,1.75,,,21.06884,638.0,,5677.0,0.92,0.86,,2018,Transit,K2,1,183.4686492,-3.8318097,Super-Earth,2016+,False
Kepler-1656 b,b,4.47,,,31.578659338,563.0,23.77,5750.0,0.979,1.045,,2018,Transit,Kepler,1,284.4722473,39.911889,Neptune-like,2016+,False
Kepler-965 b,b,2.42,,,134.2527298,340.0,3.15,5973.0,0.826,0.907,,2016,Transit,Kepler,1,298.5153169,41.8912305,Neptune-like,2016+,False
Kepler-967 c,c,3.65,,,198.7112502,,,5178.0,0.8,0.84,,2016,Transit,Kepler,1,286.5580128,38.4052418,Neptune-like,2016+,False
Kepler-952 b,b,7.7,,,130.3543929,369.0,4.36,5970.0,1.015,1.089,,2016,Transit,Kepler,1,285.3718781,41.9938697,Gas Giant,2016+,False
Kepler-238 d,d,2.81,,,13.23356008,,,5732.0,1.26,1.06,,2014,Transit,Kepler,1,287.8971066,40.6378141,Neptune-like,2010–2015,False
Kepler-199 c,c,3.655,,,,,7.885,5721.0,0.919,,,2014,Transit,Kepler,1,295.5594278,40.236249,Neptune-like,2010–2015,False
Kepler-1987 d,d,2.95,,,5.644915227,749.0,74.26,4750.0,0.729,0.778,,2023,Transit,Kepler,1,295.8254663,42.9433716,Neptune-like,2016+,False
Kepler-1541 b,b,2.15,,,8.40691199,1048.0,285.67,5365.0,1.533,0.899,,2016,Transit,Kepler,1,283.7870875,48.0296019,Neptune-like,2016+,False
Kepler-933 b,b,2.46,,,14.20443009,,,5346.0,0.84,0.87,,2016,Transit,Kepler,1,289.5685257,43.5385438,Neptune-like,2016+,False
Kepler-51 b,b,7.65,,,45.15535633,523.0,17.68,6046.0,0.972,1.053,,2012,Transit,Kepler,1,296.4797624,49.9376486,Gas Giant,2010–2015,False
Kepler-1855 b,b,0.59,,,0.727330426,779.0,86.97,3339.0,0.288,0.275,,2021,Transit,Kepler,1,283.4018628,41.5161554,Earth-like,2016+,False
