pl_name,pl_letter,pl_rade,pl_masse,pl_dens,pl_orbper,pl_eqt,pl_insol,st_teff,st_rad,st_mass,st_spectype,disc_year,discoverymethod,disc_facility,tran_flag,ra,dec,planet_size_class,discovery_era,habitable_candidate
Kepler-1414 b,b,1.196,,,,,209.464,5080.0,0.797,,,2016,Transit,Kepler,1,284.9285796,42.4223085,Earth-like,2016+,False
Kepler-55 d,d,1.59,,,2.211099,,,4503.0,0.619,,,2014,Transit,Kepler,1,285.1683291,44.0264898,Super-Earth,2010–2015,False
Kepler-1666 c,c,2.97,,,40.7155403,578.0,26.34,6297.0,1.031,1.084,,2020,Transit,Kepler,1,297.9516071,46.2647024,Neptune-like,2016+,False
Kepler-422 b,b,11.27,,,7.8914502,976.0,,5972.0,1.112,1.156,,2014,Transit,Kepler,1,282.6296334,46.3232807,Gas Giant,2010–2015,False
Kepler-24 c,c,2.514,9.99,3.418442,12.33,,,6028.0,1.099,1.06,,2011,Transit,Kepler,1,290.4132621,38.3437283,Neptune-like,2010–2015,False
Kepler-619 b,b,2.463,,,5.404272197,,221.7,5816.0,0.884,0.993,,2016,Transit,Kepler,1,290.8490899,48.4159782,Neptune-like,2016+,False
Kepler-392 c,c,1.093,,,,,185.098,5951.0,1.16,,,2014,Transit,Kepler,1,288.660826,43.3681938,Earth-like,2010–2015,False
K2-371 b,b,12.03,,,3.1149085,,,,0.718,,,2022,Transit,K2,1,128.0670932,11.6307099,Gas Giant,2016+,False
Kepler-441 b,b,1.93,,,207.247959,194.0,0.34,4243.0,0.629,0.617,,2015,Transit,Kepler,1,284.566954,49.0127077,Super-Earth,2010–2015,False
Kepler-61 b,b,2.19,,,59.8780258,273.0,1.31,4016.0,0.599,0.595,,2013,Transit,Kepler,1,295.3044942,42.4753193,Neptune-like,2010–2015,False
Kepler-5 b,b,15.28,,,3.548465405,1640.0,1708.28,6290.0,1.746,1.319,,2009,Transit,Kepler,1,299.4070341,44.0350387,Gas Giant,Pre-2010,False
Kepler-243 c,c,2.284,,,,,21.72,5149.0,0.826,,,2014,Transit,Kepler,1,285.1104819,42.0339619,Neptune-like,2010–2015,False
Kepler-853 b,b,1.573,,,7.16892463,,470.8,6318.0,1.434,1.278,,2016,Transit,Kepler,1,283.936781,49.1102748,Super-Earth,2016+,False
Kepler-1832 b,b,1.22719556,,,3.138789892,,,5242.0,0.722,0.684,,2021,Transit,Kepler,1,299.8517779,43.7320611,Earth-like,2016+,False
Kepler-218 b,b,1.72,,,3.619312195,1161.0,429.26,5497.0,1.052,0.983,,2014,Transit,Kepler,1,295.4128785,46.2665801,Super-Earth,2010–2015,False
HATS-45 b,b,13.90023688,,,4.1876153815,1361.2,811.3504,6675.0,1.23733,,,2018,Transit,HATSouth,1,101.9942455,-21.9107112,Gas Giant,2016+,False
K2-336 b,b,1.3172461,,,21.191788,,,5277.0,0.782112,,,2021,Transit,K2,1,133.8382032,16.7940663,Super-Earth,2016+,False
Kepler-1484 b,b,2.6,,,30.4544418,624.0,35.92,6283.0,0.984,1.047,,2016,Transit,Kepler,1,292.6842738,38.1262604,Neptune-like,2016+,False
Kepler-357 b,b,1.7,,,6.475341,755.0,,4978.0,0.72,0.727,,2014,Transit,Kepler,1,291.2429746,44.0086337,Super-Earth,2010–2015,False
Kepler-162 c,c,4.19,,,19.44638698,,,6089.0,1.2,1.12,,2014,Transit,Kepler,1,297.2789115,43.7239693,Neptune-like,2010–2015,False
Kepler-442 b,b,1.56,,,112.306839,260.0,1.08,4569.0,0.653,0.641,,2015,Transit,Kepler,1,285.3666029,39.2800704,Super-Earth,2010–2015,True
TOI-2529 b,b,10.9718,,,,808.0,70.9731,5822.0,1.75,,,2024,Transit,Transiting Exoplanet Survey Satellite (TESS),1,118.9945352,-52.3548332,Gas Giant,2016+,False
Kepler-81 c,c,1.87,,,12.03993346,,7.92,4500.0,0.582488,0.71,,2012,Transit,Kepler,1,293.6369437,42.8248275,Super-Earth,2010–2015,False
Kepler-1409 b,b,1.1,,,0.764864926,1736.0,2145.14,5231.0,0.86,0.808,,2016,Transit,Kepler,1,290.0847389,51.2086144,Earth-like,2016+,False
Kepler-656 b,b,3.12,,,1.260259094,,,5281.0,0.82,0.86,,2016,Transit,Kepler,1,288.3278778,47.381538,Neptune-like,2016+,False
TOI-1420 b,b,11.89,25.1,0.082,6.9561063,957.0,139.0,5510.0,0.923,0.987,,2023,Transit,Transiting Exoplanet Survey Satellite (TESS),1,322.9418092,66.3490054,Gas Giant,2016+,False
Kepler-723 b,b,10.85,,,4.082275068,1019.0,254.43,5649.0,0.797,0.868,,2016,Transit,Kepler,1,284.8304434,44.6580932,Gas Giant,2016+,False
Kepler-769 c,c,1.79,,,15.9870174,,,6186.0,1.28,1.19,,2016,Transit,Kepler,1,292.7130925,38.3581685,Super-Earth,2016+,False
OGLE-TR-111 b,b,11.960003,165.2716,,4.0144479,,,,0.831,0.81,,2004,Transit,OGLE,1,163.324115,-61.4056976,Gas Giant,Pre-2010,False
TOI-216.02,b,8.0,18.75187601,,17.16073,,,,0.748,0.77,,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),1,73.9800129,-63.2603301,Gas Giant,2016+,False
Kepler-179 c,c,2.26,,,6.400147394,807.0,100.33,5294.0,0.761,0.849,,2014,Transit,Kepler,1,298.6636163,47.7619329,Neptune-like,2010–2015,False
KOI-217 b,b,12.78,,,3.905081685,1046.0,282.59,5543.0,0.887,0.997,,2010,Transit,Kepler,1,294.8654667,46.2858128,Gas Giant,2010–2015,False
Kepler-79 c,c,3.678,,,,,79.765,6389.0,1.343,,,2012,Transit,Kepler,1,300.5171067,44.3815508,Neptune-like,2010–2015,False
Kepler-62 f,f,1.43,,,267.282521,207.0,0.44,4926.0,0.662,0.727,,2013,Transit,Kepler,1,283.2125621,45.3496992,Super-Earth,2010–2015,True
Kepler-676 b,b,2.99,,,11.598192,441.0,,3983.0,0.516,0.538,,2016,Transit,Kepler,1,296.2220259,50.2873626,Neptune-like,2016+,False
K2-16 b,b,1.96,,,7.61856,,47.7,4800.0,0.67,0.69,,2015,Transit,K2,1,175.0972238,4.5574311,Super-Earth,2010–2015,False
Kepler-446 c,c,1.74,,,3.03621679,,,3446.0,0.38,0.4,,2015,Transit,Kepler,1,282.2501047,44.921002,Super-Earth,2010–2015,False
Kepler-1127 b,b,1.96,,,5.12330347,,,5664.0,0.95,0.97,,2016,Transit,Kepler,1,293.2173563,42.7205846,Super-Earth,2016+,False
Kepler-426 b,b,11.38,,,3.217518511,1185.0,464.73,5720.0,0.903,0.882,,2014,Transit,Kepler,1,289.4346668,49.473455,Gas Giant,2010–2015,False
Kepler-32 b,b,1.94,,,5.90127815,514.0,16.54,3731.0,0.498,0.509,,2011,Transit,Kepler,1,297.8423073,46.5743595,Super-Earth,2010–2015,False
Kepler-272 d,d,1.76,,,10.93730071,723.0,64.7,5300.0,0.849,0.776,,2014,Transit,Kepler,1,299.1275257,47.5938319,Super-Earth,2010–2015,False
Kepler-995 b,b,2.469,,,,,11.92,5122.0,0.747,,,2016,Transit,Kepler,1,284.6157154,39.130998,Neptune-like,2016+,False
Kepler-769 b,b,2.315,,,,,241.128,6047.0,1.103,,,2016,Transit,Kepler,1,292.7130925,38.3581685,Neptune-like,2016+,False
Kepler-341 e,e,1.99,,,42.473269,,,6012.0,1.024,,,2014,Transit,Kepler,1,289.8615609,43.4727412,Super-Earth,2010–2015,False
Kepler-648 b,b,3.036,,,,,47.336,5693.0,0.95,,,2016,Transit,Kepler,1,283.8996207,45.0169137,Neptune-like,2016+,False
Kepler-1995 b,b,4.23,,,73.7579317,375.0,4.66,5029.0,0.93,0.847,,2023,Transit,Kepler,1,284.342725,46.3165907,Neptune-like,2016+,False
Kepler-1530 b,b,2.41,,,2.5904434,1484.0,1147.44,5678.0,1.303,1.015,,2016,Transit,Kepler,1,288.1624396,48.165153,Neptune-like,2016+,False
Kepler-174 d,d,2.19,,,247.35373,,,4880.0,0.622,,,2014,Transit,Kepler,1,287.4389454,43.8320052,Neptune-like,2010–2015,False
Kepler-284 b,b,2.54,,,12.69906,692.0,,5603.0,0.82,0.923,,2014,Transit,Kepler,1,293.1465698,47.7297053,Neptune-like,2010–2015,False
Kepler-305 c,c,3.28,,,8.29087418,,,5117.0,0.79,0.85,,2013,Transit,Kepler,1,299.2242557,40.343167,Neptune-like,2010–2015,False
Kepler-712 b,b,3.082,,,,,15.801,4927.0,0.753,,,2016,Transit,Kepler,1,294.9096739,42.9351987,Neptune-like,2016+,False
Kepler-1521 b,b,2.302,,,47.14840805,,4.9,5013.0,0.693,0.776,,2016,Transit,Kepler,1,292.6903779,37.8350549,Neptune-like,2016+,False
Kepler-1013 b,b,4.7,,,18.93054959,766.0,81.42,5015.0,1.643,0.955,,2016,Transit,Kepler,1,290.2481023,44.4352935,Neptune-like,2016+,False
Kepler-588 b,b,2.59,,,4.221625357,1177.0,453.2,6123.0,0.987,1.053,,2016,Transit,Kepler,1,284.2572531,47.6889081,Neptune-like,2016+,False
Kepler-253 b,b,1.63,,,3.783986,,,5208.0,0.786,,,2014,Transit,Kepler,1,291.8419337,44.858124,Super-Earth,2010–2015,False
K2-268 e,e,1.33,,,6.131243,801.0,,5106.0,0.78,0.84,,2021,Transit,K2,1,133.7094899,11.8482712,Super-Earth,2016+,False
Kepler-85 e,e,1.27,,,25.216751,,,5436.0,0.893,,,2014,Transit,Kepler,1,290.9734395,45.2902761,Super-Earth,2010–2015,False
K2-419 A b,b,10.85,,,20.35954,,,3728.0,0.539092,0.535338,,2024,Transit,K2,1,135.0194934,13.2737056,Gas Giant,2016+,False
Kepler-219 d,d,2.56,,,47.9035211,565.0,24.12,5778.0,1.332,1.154,,2014,Transit,Kepler,1,288.7389481,46.7625929,Neptune-like,2010–2015,False
Kepler-1957 b,b,0.82,,,2.18659922,1099.0,345.07,4904.0,0.772,0.745,,2021,Transit,Kepler,1,293.711436,47.8874467,Earth-like,2016+,False
K2-212 b,b,2.39257704,,,9.7954,,,4349.0,0.598075,0.621928,,2018,Transit,K2,1,18.4241015,3.0970732,Neptune-like,2016+,False
Kepler-308 c,c,2.14,,,15.3825394,714.0,61.61,5896.0,0.914,1.0,,2014,Transit,Kepler,1,295.7852423,40.4395753,Neptune-like,2010–2015,False
HD 56414 b,b,2.84674,,,29.0497517,1115.0,257.066,8208.0,1.8,,,2022,Transit,Transiting Exoplanet Survey Satellite (TESS),1,107.8436846,-68.8333403,Neptune-like,2016+,False
Kepler-984 b,b,3.01,,,43.0342272,594.0,29.35,5650.0,1.341,0.948,,2016,Transit,Kepler,1,296.9588566,46.3940661,Neptune-like,2016+,False
Kepler-223 c,c,2.79,,,9.8482024,873.0,137.26,5825.0,1.003,0.902,,2014,Transit,Kepler,1,298.3183909,47.2794824,Neptune-like,2010–2015,False
TOI-157 b,b,13.4432705,,,2.0845434178,1463.95,1085.4943,5638.0,1.10646,,,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),1,73.7014398,-76.6806061,Gas Giant,2016+,False
TOI-3894 b,b,15.27784069,260.61929374,0.4,4.33454,1531.0,,6000.0,1.502,1.138,,2024,Transit,Transiting Exoplanet Survey Satellite (TESS),1,201.3748265,52.7681036,Gas Giant,2016+,False
Kepler-1315 b,b,1.57,,,0.84338011,1540.0,1329.99,4818.0,0.856,0.809,,2016,Transit,Kepler,1,295.8215678,46.0530562,Super-Earth,2016+,False
Kepler-846 b,b,2.48,,,19.80792185,,,5579.0,0.91,0.94,,2016,Transit,Kepler,1,287.0570731,49.0460112,Neptune-like,2016+,False
V1298 Tau e,e,9.94,,,44.1699,,,,1.33,1.095,,2019,Transit,K2,1,61.331654,20.1570318,Gas Giant,2016+,False
K2-146 b,b,10.7,,,2.644845,,,,0.5,,,2018,Transit,K2,1,130.0266951,19.0923416,Gas Giant,2016+,False
Kepler-156 b,b,2.491,,,,,135.077,5078.0,0.806,,,2014,Transit,Kepler,1,290.2964214,37.7494271,Neptune-like,2010–2015,False
Kepler-146 c,c,3.13,,,76.732171,,,5948.0,1.208,,,2014,Transit,Kepler,1,294.1107631,38.7102222,Neptune-like,2010–2015,False
TOI-431 b,b,1.47415294,,,0.49005894131,1730.72,2120.4475,4891.0,0.726632,,,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),1,83.2692502,-26.7238698,Super-Earth,2016+,False
XO-1 b,b,13.563,292.391,0.64,3.94150685,,,5750.0,0.94,1.027,,2006,Transit,XO,1,240.5492745,28.1696248,Gas Giant,Pre-2010,False
Kepler-1650 b,b,0.96,,,1.53818001,,,3410.0,0.334,0.326,,2017,Transit,Kepler,1,297.7292296,42.8666919,Earth-like,2016+,False
Kepler-169 e,e,2.3,,,13.76708539,,,5070.0,0.78,0.84,,2014,Transit,Kepler,1,285.9999204,40.9193822,Neptune-like,2010–2015,False
Kepler-65 c,c,2.43,,,5.859938722,,,6220.0,1.39,1.22,,2012,Transit,Kepler,1,288.6887221,41.1511076,Neptune-like,2010–2015,False
Kepler-168 c,c,2.8,,,13.19326,838.0,,6250.0,1.04,1.12,,2014,Transit,Kepler,1,294.7101832,39.8250437,Neptune-like,2010–2015,False
Kepler-223 e,e,31.46,,,19.7240891,692.0,54.35,5825.0,1.003,0.902,,2014,Transit,Kepler,1,298.3183909,47.2794824,Gas Giant,2010–2015,False
Kepler-84 f,f,2.02,,,44.55208,543.0,,6013.0,1.03,1.02,,2014,Transit,Kepler,1,298.2520208,40.4960842,Neptune-like,2010–2015,False
Kepler-548 b,b,12.21,,,4.454194338,1016.0,252.22,5359.0,0.915,0.812,,2016,Transit,Kepler,1,299.9059167,45.4396103,Gas Giant,2016+,False
Kepler-260 c,c,1.69,,,76.0503,376.0,,5250.0,0.9,0.9,,2014,Transit,Kepler,1,291.9259658,38.0140525,Super-Earth,2010–2015,False
Kepler-472 b,b,3.22,,,4.176255514,878.0,140.17,4911.0,0.786,0.836,,2016,Transit,Kepler,1,296.5245187,39.2498503,Neptune-like,2016+,False
Kepler-213 c,c,1.85,,,4.82297735,,,5744.0,1.0,1.07,,2014,Transit,Kepler,1,290.8241931,44.6472832,Super-Earth,2010–2015,False
Kepler-1619 b,b,0.76,,,23.6225913,679.0,50.28,6137.0,1.005,0.972,,2016,Transit,Kepler,1,285.703595,44.4221528,Earth-like,2016+,False
Kepler-343 c,c,2.42,,,23.2218115,746.0,73.08,5808.0,1.374,1.054,,2014,Transit,Kepler,1,291.960662,42.4329567,Neptune-like,2010–2015,False
Kepler-336 d,d,2.37,,,20.678772,,,5867.0,1.304,,,2014,Transit,Kepler,1,290.2376224,41.3313637,Neptune-like,2010–2015,False
Kepler-1258 b,b,0.86,,,0.984940167,,,5839.0,0.99,0.99,,2016,Transit,Kepler,1,285.4049723,49.9948186,Earth-like,2016+,False
Kepler-167 e,e,11.11,,,1071.2319346,144.0,0.1,4978.0,0.808,0.772,,2016,Transit,Kepler,1,292.6585253,38.3455558,Gas Giant,2016+,False
KOI-142 b,b,3.796,,,10.916108342,,70.5,5466.0,0.9,0.985,,2013,Transit,Kepler,1,291.1481028,40.669413,Neptune-like,2010–2015,False
Kepler-1852 b,b,1.88,,,7.97098825,761.0,79.1,5237.0,0.826,0.927,,2021,Transit,Kepler,1,288.0297157,40.3441934,Super-Earth,2016+,False
EPIC 206032309 b,b,1.01,,,2.87814,,,,,0.221,,2019,Transit,K2,1,341.2404563,-13.9011223,Earth-like,2016+,False
Kepler-1279 b,b,2.363,,,,,190.851,6174.0,1.975,,,2016,Transit,Kepler,1,288.0955917,40.365909,Neptune-like,2016+,False
Kepler-125 c,c,0.85,,,5.77442209,535.0,19.38,3810.0,0.52,0.54,,2014,Transit,Kepler,1,298.2581101,47.6050031,Earth-like,2010–2015,False
HAT-P-45 b,b,16.90823315,,,3.12904756215,1452.61,1052.239,5585.0,1.45054,,,2014,Transit,HATNet,1,274.3732697,-3.3810594,Gas Giant,2010–2015,False
HAT-P-9 b,b,15.6926,212.9461,,3.92289,,,6350.0,,1.28,,2008,Transit,HATNet,1,110.1685157,37.1405946,Gas Giant,Pre-2010,False
Kepler-236 c,c,2.102,,,,,3.802,3747.0,0.613,,,2014,Transit,Kepler,1,283.8664285,39.8981928,Neptune-like,2010–2015,False
Kepler-319 d,d,4.3,,,31.78226,697.0,,5708.0,1.49,0.96,,2014,Transit,Kepler,1,288.8119782,39.7706431,Neptune-like,2010–2015,False
Kepler-327 c,c,1.07,,,5.212,,20.76,3799.0,0.492,0.499,,2014,Transit,Kepler,1,292.6422963,44.0876251,Earth-like,2010–2015,False
Kepler-565 b,b,3.22,,,4.243747226,1061.0,299.93,5876.0,0.84,0.926,,2016,Transit,Kepler,1,283.6180825,47.1967793,Neptune-like,2016+,False
Kepler-58 b,b,2.117,,,,,112.992,5776.0,0.986,,,2012,Transit,Kepler,1,296.3586251,39.1152033,Neptune-like,2010–2015,False
Kepler-250 d,d,2.43,,,17.64830851,579.0,26.49,5029.0,0.838,0.798,,2014,Transit,Kepler,1,289.5947633,44.1418114,Neptune-like,2010–2015,False
Kepler-1427 b,b,1.09,,,0.968972376,1851.0,2772.48,5853.0,1.007,1.075,,2016,Transit,Kepler,1,295.3496546,45.1145372,Earth-like,2016+,False
Kepler-326 b,b,1.52,,,2.248329,,,5105.0,0.801,,,2014,Transit,Kepler,1,294.3255898,46.0022646,Super-Earth,2010–2015,False
Kepler-1690 b,b,2.51,,,234.635379,273.0,1.31,5735.0,0.831,0.882,,2020,Transit,Kepler,1,288.1566649,41.8779417,Neptune-like,2016+,False
Kepler-51 b,b,7.05,,,45.1555023,,,5803.0,0.91,1.0,,2012,Transit,Kepler,1,296.4797624,49.9376486,Gas Giant,2010–2015,False
TOI-1468 b,b,1.45486292,,,1.88053101732,623.55,35.7281,3382.0,0.369306,,,2022,Transit,Transiting Exoplanet Survey Satellite (TESS),1,16.6538724,19.2249195,Super-Earth,2016+,False
Kepler-748 b,b,2.13,,,7.40758,901.0,,5665.0,0.99,1.06,,2016,Transit,Kepler,1,292.2628779,37.2369732,Neptune-like,2016+,False
Kepler-1826 b,b,1.18,,,1.615359728,810.0,101.71,3815.0,0.498,0.505,,2021,Transit,Kepler,1,292.7700072,48.8998469,Earth-like,2016+,False
Kepler-1034 b,b,2.37,,,12.12401737,675.0,48.98,5094.0,0.87,0.813,,2016,Transit,Kepler,1,286.1154093,37.9669464,Neptune-like,2016+,False
KOI-351 d,d,2.866,,,59.7370348,,,,,1.108,,2013,Transit,Kepler,1,284.4334642,49.3051239,Neptune-like,2010–2015,False
Kepler-1064 b,b,1.51,,,16.54091,560.0,,5176.0,0.71,0.814,,2016,Transit,Kepler,1,291.7415821,37.6888103,Super-Earth,2016+,False
Kepler-1326 b,b,6.3,,,42.3520039,938.0,182.91,6864.0,2.632,1.535,,2016,Transit,Kepler,1,296.222199,39.268942,Gas Giant,2016+,False
WASP-100 b,b,18.94,645.17,0.53,2.849375,2190.0,,6900.0,,1.57,F2,2014,Transit,SuperWASP,1,68.9598159,-64.027039,Gas Giant,2010–2015,False
Kepler-1034 b,b,2.057,,,,,36.787,5085.0,0.755,,,2016,Transit,Kepler,1,286.1154093,37.9669464,Neptune-like,2016+,False
Kepler-245 d,d,3.5,,,36.27594657,485.0,13.12,5257.0,0.874,0.804,,2014,Transit,Kepler,1,291.6389972,42.4363482,Neptune-like,2010–2015,False
Kepler-402 b,b,1.14,,,4.028742,1388.0,,6534.0,1.23,1.21,,2014,Transit,Kepler,1,288.3701976,43.3546109,Earth-like,2010–2015,False
LHS 1140 c,c,1.282,1.81,4.7,3.777931,438.0,6.16,3216.0,0.2139,0.179,,2018,Transit,Multiple Observatories,1,11.248632,-15.2741085,Super-Earth,2016+,False
Kepler-728 b,b,3.23,,,5.743477265,982.0,219.95,5897.0,0.891,0.983,,2016,Transit,Kepler,1,291.0923621,45.1155087,Neptune-like,2016+,False
Kepler-883 b,b,1.53,,,12.98495573,834.0,114.39,6212.0,0.945,0.838,,2016,Transit,Kepler,1,286.433726,50.3002266,Super-Earth,2016+,False
Kepler-1094 b,b,2.65,,,78.1000231,447.0,9.48,6153.0,0.993,1.065,,2016,Transit,Kepler,1,292.3012109,38.2669983,Neptune-like,2016+,False
Kepler-489 b,b,7.72,,,17.276296119,,,5014.0,0.76,0.82,,2016,Transit,Kepler,1,290.8332412,38.1841851,Gas Giant,2016+,False
TOI-198 b,b,1.44,,,10.2152,368.0,,3650.0,0.441,0.467,M0 V,2023,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2.2715087,-27.1217452,Super-Earth,2016+,False
WASP-60 b,b,9.86392,174.8065,,4.305,,,5900.0,1.17,1.19,,2012,Transit,SuperWASP,1,356.6667136,31.1559115,Gas Giant,2010–2015,False
Kepler-716 c,c,1.37,,,3.96994893,921.0,170.21,5174.0,0.751,0.834,,2020,Transit,Kepler,1,290.3931809,43.3638577,Super-Earth,2016+,False
Kepler-975 b,b,3.35,,,1.970342457,1598.0,1540.07,4883.0,1.667,0.951,,2016,Transit,Kepler,1,290.54851,38.4952415,Neptune-like,2016+,False
Kepler-1984 b,b,0.69,,,1.992812282,661.0,45.08,3608.0,0.4,0.417,,2023,Transit,Kepler,1,291.2850446,40.7300225,Earth-like,2016+,False
Kepler-32 c,c,1.83,,,8.75209691,451.0,9.76,3731.0,0.498,0.509,,2011,Transit,Kepler,1,297.8423073,46.5743595,Super-Earth,2010–2015,False
Kepler-349 c,c,2.087,,,12.24764145,,88.0,5884.0,0.966,1.083,,2014,Transit,Kepler,1,293.6764689,44.6155972,Neptune-like,2010–2015,False
Kepler-108 c,c,7.78,,,190.3200468,426.0,7.8,5626.0,2.057,1.247,,2014,Transit,Kepler,1,294.5589885,46.0623952,Gas Giant,2010–2015,False
Kepler-405 c,c,3.84,,,29.7272142,,,5525.0,0.88,0.91,,2014,Transit,Kepler,1,291.4094615,38.3400107,Neptune-like,2010–2015,False
Kepler-1338 b,b,0.92,,,0.935118057,,,5909.0,1.05,1.04,,2016,Transit,Kepler,1,284.0422701,41.6990348,Earth-like,2016+,False
Kepler-131 c,c,0.806,,,25.5170646,,33.2,5787.0,0.999,1.076,,2014,Transit,Kepler,1,288.5308924,40.942373,Earth-like,2010–2015,False
Kepler-1776 b,b,2.2,,,35.01198785,608.0,32.38,6345.0,1.012,1.067,,2021,Transit,Kepler,1,291.5344017,47.0424958,Neptune-like,2016+,False
Kepler-18 c,c,4.98,,,7.641571533,899.0,154.25,5356.0,1.055,0.882,,2011,Transit,Kepler,1,298.0794448,44.746248,Neptune-like,2010–2015,False
K2-352 d,d,2.23,,,14.871387,727.0,,5791.0,0.95,0.98,,2021,Transit,K2,1,140.4451478,18.469628,Neptune-like,2016+,False
Kepler-14 b,b,12.21,,,6.790121599,1445.0,1029.51,6378.0,2.075,1.391,,2011,Transit,Kepler,1,287.708814,47.33305,Gas Giant,2010–2015,False
Kepler-1237 b,b,2.8,,,84.5733226,366.0,4.26,5418.0,0.888,1.005,,2016,Transit,Kepler,1,295.6292745,44.6905815,Neptune-like,2016+,False
TOI-3160 A b,b,15.3233,,,3.9712794,1240.0,393.511,6200.0,1.62,,,2025,Transit,Transiting Exoplanet Survey Satellite (TESS),1,224.5658555,-27.6825503,Gas Giant,2016+,False
HIP 94235 b,b,3.00403804,,,7.71212084088,981.46,219.2841,5985.4,1.08958,,,2022,Transit,Transiting Exoplanet Survey Satellite (TESS),1,287.7411441,-60.2726358,Neptune-like,2016+,False
Kepler-279 b,b,2.47,,,12.3097136,941.0,185.73,6781.0,1.067,1.097,,2014,Transit,Kepler,1,287.391295,42.194822,Neptune-like,2010–2015,False
Kepler-1369 b,b,2.99,,,25.873148,667.0,46.82,6036.0,1.093,1.048,,2016,Transit,Kepler,1,285.7972604,40.9361923,Neptune-like,2016+,False
Kepler-690 b,b,4.3,,,7.748083,889.0,,5788.0,0.91,0.952,,2016,Transit,Kepler,1,294.4899225,39.7714758,Neptune-like,2016+,False
Kepler-670 b,b,14.4894174,,,2.81649787731,1229.13,539.3972,5413.0,1.01304,,,2016,Transit,Kepler,1,297.0154644,49.2252988,Gas Giant,2016+,False
TOI-1759 b,b,3.14,10.8,1.91,18.85019,443.0,6.39,4065.0,0.597,0.606,M0.0 V,2022,Transit,Transiting Exoplanet Survey Satellite (TESS),1,326.8516615,62.7538164,Neptune-like,2016+,False
Kepler-311 d,d,2.07299995,,,232.0469971,,,5903.0,1.156,0.974,,2023,Transit,Kepler,1,282.0612731,47.0854984,Neptune-like,2016+,False
Kepler-208 d,d,1.29,,,11.1317519,992.0,229.32,6220.0,1.328,1.123,,2014,Transit,Kepler,1,293.8901979,42.5279413,Super-Earth,2010–2015,False
Kepler-161 b,b,1.84,,,4.921357,813.0,,5058.0,0.69,0.783,,2014,Transit,Kepler,1,290.5164698,43.0838642,Super-Earth,2010–2015,False
Kepler-232 c,c,3.74,,,11.37938071,784.0,89.22,5841.0,0.931,1.047,,2014,Transit,Kepler,1,295.8161668,51.1217249,Neptune-like,2010–2015,False
Kepler-1823 b,b,1.72,,,21.10325899,804.0,98.63,6483.0,1.229,1.125,,2021,Transit,Kepler,1,283.754777,45.335125,Super-Earth,2016+,False
Kepler-1159 b,b,1.82,,,22.70816791,677.0,49.67,6170.0,0.992,1.063,,2016,Transit,Kepler,1,294.266325,45.2042317,Super-Earth,2016+,False
Kepler-750 c,c,1.58,,,4.08899022,1344.0,770.59,6495.0,1.168,1.19,,2016,Transit,Kepler,1,289.0968274,44.004364,Super-Earth,2016+,False
Kepler-784 c,c,2.04,,,17.1570874,909.0,161.11,5611.0,1.791,1.062,,2023,Transit,Kepler,1,295.9206663,47.4486164,Neptune-like,2016+,False
Kepler-222 d,d,3.3,,,28.08209,494.0,,5342.0,0.76,0.857,,2014,Transit,Kepler,1,287.9060885,46.9377479,Neptune-like,2010–2015,False
Kepler-608 b,b,4.03,,,6.412515037,1069.0,308.76,6026.0,1.108,1.038,,2016,Transit,Kepler,1,293.882901,44.6380717,Neptune-like,2016+,False
Kepler-1408 b,b,0.89,,,2.99793191,,,6170.0,1.35,1.21,,2016,Transit,Kepler,1,282.6998783,45.4257884,Earth-like,2016+,False
Kepler-290 d,d,0.817,,,0.764020072,,1186.2,4962.0,0.696,0.756,,2023,Transit,Kepler,1,286.4100307,42.6815137,Earth-like,2016+,False
Kepler-966 b,b,3.93,,,99.747622,391.0,5.55,5620.0,0.974,0.797,,2016,Transit,Kepler,1,297.270576,50.1218365,Neptune-like,2016+,False
Kepler-1479 b,b,2.161,,,,,98.574,5714.0,1.19,,,2016,Transit,Kepler,1,285.7119953,49.7067574,Neptune-like,2016+,False
Kepler-1907 b,b,0.732,,,5.65243986,,75.0,4866.0,0.665,0.673,,2021,Transit,Kepler,1,280.7085829,47.3279236,Earth-like,2016+,False
Kepler-1045 b,b,2.69,,,26.41045478,,,5301.0,0.82,0.86,,2016,Transit,Kepler,1,284.1832668,45.0740897,Neptune-like,2016+,False
Kepler-144 b,b,1.59,,,5.88527364,1253.0,583.47,6070.0,1.431,1.072,,2014,Transit,Kepler,1,281.9156128,42.7755535,Super-Earth,2010–2015,False
Kepler-656 b,b,3.191,,,,,924.374,5251.0,0.854,,,2016,Transit,Kepler,1,288.3278778,47.381538,Neptune-like,2016+,False
Kepler-277 c,c,2.79,,,33.0063025,745.0,72.72,5941.0,1.692,1.125,,2013,Transit,Kepler,1,286.5831894,39.0772582,Neptune-like,2010–2015,False
Kepler-697 b,b,4.13,,,3.709870645,,,5513.0,0.88,0.92,,2016,Transit,Kepler,1,283.8643937,41.3463859,Neptune-like,2016+,False
Kepler-1996 b,b,1.69,,,32.3763405,380.0,4.92,4528.0,0.624,0.651,,2023,Transit,Kepler,1,285.2537555,46.5822183,Super-Earth,2016+,False
