pl_name,pl_rade,pl_orbper,sy_snum,sy_pnum,disc_year
Kepler-1050 b,1.51,15.3791,1,2,2016
Kepler-249 d,1.33,15.36812973,1,3,2014
Kepler-1115 b,1.7,23.5540725,1,1,2016
Kepler-1773 b,2.56,40.80957622,1,1,2021
Kepler-1814 b,2.62,2.935359333,1,2,2021
Kepler-230 c,2.085,,1,2,2014
Kepler-68 c,0.94,9.60503867,2,4,2013
Kepler-381 d,1.31,8.2563025,1,3,2021
Kepler-183 c,2.63,11.63701734,1,2,2014
Kepler-824 b,1.678,,1,1,2016
K2-180 b,2.51,8.86638,1,1,2018
Kepler-1477 b,1.26,11.55530021,1,1,2016
Kepler-154 b,2.36,33.0405509,1,5,2014
Kepler-416 d,1.73000002,3.076410055,1,3,2023
Kepler-857 b,6.479,,1,1,2016
Kepler-875 b,3.316,,1,1,2016
Kepler-106 b,0.79,6.164876,1,4,2014
WASP-3 b,16.4012,1.8468345,3,1,2007
K2-101 b,2.0,14.6762429,1,1,2016
Kepler-1249 b,1.74,24.3344939,1,1,2016
Kepler-1780 b,3.21,109.4449666,1,1,2021
Kepler-249 c,1.46,7.11,1,3,2014
Kepler-356 b,1.6,4.6126736,1,2,2014
Kepler-106 d,1.03,23.9802348,1,4,2014
Kepler-1138 b,1.66,3.17060005,1,1,2016
CoRoT-26 b,14.12,4.20474,1,1,2013
TOI-451 d,4.07,16.364988,2,3,2020
Kepler-799 b,9.801,,1,2,2016
Kepler-662 b,1.54,21.67697486,1,1,2016
TOI-5795 b,5.42730175,6.14068821452,1,1,2025
Kepler-1748 b,2.71,5.82349237,1,1,2021
Kepler-1830 b,2.13,56.4932269,1,1,2021
Kepler-298 d,2.55,77.4814,1,3,2014
HD 136352 c,2.608,27.5909,1,3,2019
Kepler-1323 b,1.44,0.929906678,1,1,2016
Kepler-716 b,2.6,10.371721,1,2,2016
Kepler-603 b,2.35,21.05358596,1,3,2016
Kepler-206 b,1.263,,1,3,2014
WASP-21 b,14.156967,4.322506,1,1,2010
Kepler-275 c,3.32,16.08831829,1,3,2014
Kepler-1415 b,1.202,0.63642408,1,1,2016
K2-224 c,2.41,10.09489,1,2,2018
Kepler-28 b,1.959,5.91,1,2,2011
Kepler-500 b,2.57,8.508324398,1,1,2016
TOI-1347 b,1.81434694,0.84742431,1,2,2024
Kepler-1559 b,0.749,0.971915428,1,1,2016
K2-3 d,1.52,44.5631,1,3,2015
Kepler-350 d,2.28,26.136,1,3,2013
Kepler-277 b,2.92,17.324,1,2,2013
Kepler-1447 b,4.01,56.6746666,1,1,2016
Kepler-598 b,1.53,3.70175428,1,2,2016
Kepler-221 b,1.49,2.795894073,1,4,2014
Kepler-320 c,1.41,17.9346563,1,2,2014
Kepler-309 b,1.553,5.92365634,1,2,2014
KOI-94 d,11.33550324,22.34287730045,2,4,2013
Kepler-272 b,1.871,,1,3,2014
Kepler-186 d,1.28,13.34295116,1,5,2014
K2-35 c,1.93,5.608352,1,2,2016
Kepler-138 b,0.61,10.312364,1,4,2014
Kepler-132 b,1.04,6.17828255,2,4,2014
Kepler-1820 b,2.7,31.032699,1,1,2021
Kepler-220 d,1.03,28.1224655,1,4,2014
Kepler-59 b,1.1,11.8681707,1,2,2012
Kepler-460 c,6.1,220.1303357,1,2,2016
Kepler-1377 b,1.25,0.740928422,1,1,2016
Kepler-219 b,2.64,4.585466823,1,3,2014
Kepler-777 b,1.51,5.72812599,1,1,2016
Kepler-126 d,2.538,100.2828693,1,3,2014
Kepler-138 b,0.522,10.3126,1,4,2014
Kepler-1199 b,1.08,15.0447198,1,1,2016
Kepler-536 b,3.079,,1,1,2016
Kepler-1698 b,180.72,1.210693282,1,1,2020
Kepler-960 b,2.016,,1,1,2016
Kepler-1032 b,1.999,,1,1,2016
K2-275 b,2.26,3.280948,1,2,2018
Kepler-727 b,2.94,5.15448142,1,1,2016
Kepler-1399 b,1.31,1.638653058,1,1,2016
Kepler-1132 b,2.35,62.8916228,1,1,2016
Kepler-190 c,1.397,3.763042361,1,2,2014
Kepler-1624 b,2.27,3.290304518,1,1,2016
Kepler-390 b,0.82,6.738088,2,2,2014
HAT-P-56 b,16.92559,2.79083,1,1,2015
Kepler-1434 b,0.86,8.05333618,1,1,2016
HD 136352 d,2.507,107.1363,1,3,2019
Kepler-332 d,1.41,34.2113054,1,3,2014
Kepler-19 b,2.13,9.286968825,1,3,2011
Kepler-820 b,7.57,127.8338098,1,1,2016
K2-381 c,2.05,16.0343,1,3,2022
Kepler-1425 b,1.555,,1,1,2016
Kepler-337 c,2.34,,1,2,2014
Kepler-784 b,1.95,31.59334,1,2,2016
Kepler-1693 c,1.15,5.36375016,1,2,2021
Kepler-81 b,1.98,5.954897293,1,3,2012
Kepler-5 b,15.984034,3.5484657,1,1,2009
Kepler-1278 b,0.77,3.23941344,1,1,2016
Kepler-1029 b,1.26,4.417696479,1,1,2016
Kepler-434 b,12.67,12.8747099,1,1,2015
Kepler-1590 b,1.09,7.61760804,1,1,2016
Kepler-713 b,2.48,7.411141,1,1,2016
Kepler-184 b,2.593,,1,3,2014
Kepler-1352 b,0.78,1.877878538,1,1,2016
Kepler-828 b,1.32,,1,1,2016
Kepler-1371 c,0.53,2.00541269,1,2,2016
Kepler-175 c,2.6,34.03544,1,2,2014
Kepler-1202 b,2.4,28.6851324,1,1,2016
Kepler-371 c,1.54,67.9687026,1,2,2014
Kepler-514 b,1.49,5.65179605,2,1,2016
KOI-13 b,17.627,,3,1,2011
HD 35843 c,2.46806953,46.96210526091,1,2,2025
K2-133 b,1.34,3.07133,1,4,2017
Kepler-850 b,1.881,,1,1,2016
Kepler-1370 b,2.12,20.2642023,1,2,2016
Kepler-1129 c,2.438,,1,2,2016
HATS-67 b,16.7675,1.6091845,1,1,2018
Kepler-44 b,12.63,3.246732651,1,1,2011
Kepler-176 c,2.64,12.75934834,1,4,2014
Kepler-117 c,9.16,50.79034619,1,2,2014
Kepler-1273 b,2.59,28.625653,1,1,2016
Kepler-1464 c,1.546,,1,2,2016
Kepler-20 d,2.492,77.6115987,2,6,2011
K2-214 b,2.43,8.596802,1,1,2018
TOI-1691 b,2.88015,16.7368995,1,1,2024
Kepler-721 b,2.64,5.392025388,1,1,2016
Kepler-84 d,1.3,4.22451369,1,5,2014
Kepler-106 e,2.621,43.84444353,1,4,2014
Kepler-101 c,0.91,6.02979518,1,2,2014
HD 106315 c,3.95,21.0576,1,2,2017
Kepler-65 c,2.36,5.859933,1,4,2012
Kepler-331 d,1.92,32.1340737,1,3,2014
Kepler-79 c,2.05,27.402,1,4,2012
Kepler-305 b,3.5,5.48711079,1,4,2013
Kepler-346 b,2.743,,1,2,2014
Kepler-51 d,8.954,,1,4,2014
Kepler-1266 b,2.453,28.474748,1,2,2016
Kepler-1701 b,1.99,169.133455,1,1,2020
Kepler-209 c,3.4,41.74949827,1,2,2014
Kepler-1004 b,6.668,,1,1,2016
Kepler-306 b,1.82,4.64621076,1,4,2014
Kepler-188 b,1.66,2.061907358,1,2,2014
Kepler-1989 b,4.42,10.161032261,1,1,2023
Kepler-1634 b,3.19,374.876239,1,1,2016
Kepler-927 b,1.78,9.11500269,1,1,2016
Kepler-895 b,1.584,,1,1,2016
Kepler-60 d,2.5,11.90162,1,3,2012
Kepler-371 b,2.303,34.7629923,1,2,2014
Kepler-111 c,7.0840758,224.77833,1,2,2014
Kepler-114 c,1.28,8.041331208,1,3,2013
Kepler-828 b,1.379,0.567857136,1,1,2016
Kepler-172 e,3.287,,1,4,2014
Kepler-250 b,1.16,4.14808732,1,3,2014
Kepler-1050 b,1.38,,1,2,2016
Kepler-316 b,1.451,,1,2,2014
Kepler-164 d,2.203,28.9868326,1,4,2014
Kepler-1253 b,1.33,68.8861915,1,1,2016
Kepler-748 b,3.112,,1,1,2016
HATS-7 b,6.310667,3.185315,1,1,2015
Kepler-224 d,2.56,11.34933733,1,4,2014
Kepler-826 b,1.1,4.487548,1,1,2016
Kepler-549 b,2.66,42.9495649,1,3,2016
Kepler-237 b,1.41,4.715106,1,2,2014
Kepler-465 b,2.841,9.940672466,1,1,2016
K2-3 c,1.9,24.645013,1,3,2015
Kepler-918 b,1.36,4.85382,1,1,2016
Kepler-727 b,2.725,,1,1,2016
Kepler-124 c,2.2,13.82139306,1,3,2014
Kepler-616 c,3.37,90.4113556,1,3,2016
Kepler-1773 b,2.56,40.80957622,1,1,2021
Kepler-339 b,1.46,4.97761996,1,3,2014
Kepler-283 c,2.09,92.7388,1,2,2014
Kepler-1856 b,1.22,1.302015734,1,1,2021
TOI-1782.02,1.839,1.829024227,1,2,2024
Kepler-123 b,2.79,17.23232894,1,2,2014
Kepler-310 b,1.19,13.930698,1,3,2014
Kepler-1383 b,1.16,13.9093583,1,1,2016
Kepler-264 c,3.42,140.10765,1,2,2014
Kepler-143 b,2.22,16.00754,1,2,2014
Kepler-107 b,1.56,3.179997,1,4,2014
Kepler-1680 b,1.35954736,8.77424,1,1,2020
Kepler-169 b,3.35,3.250641,1,5,2014
Kepler-1053 b,0.78,2.414351654,1,1,2016
KIC 5437945 b,6.7,440.786134,1,2,2015
V1298 Tau b,9.72939525,24.1399,3,4,2019
Kepler-387 b,1.2,6.79165,1,2,2014
Kepler-1254 c,1.32,3.60084276,1,3,2016
Kepler-1520 b,5.32,0.653553572,1,1,2016
K2-17 b,2.15,17.968216,1,1,2015
Kepler-100 b,1.32,6.88705,1,4,2014
Kepler-1423 b,2.62,23.955378,1,1,2016
Kepler-1173 b,0.854,0.7698536,1,1,2016
Kepler-1321 d,2.7,5.720856,1,3,2021
K2-32 d,3.75,31.71922,2,4,2016
Kepler-327 b,1.329,,1,3,2014
Kepler-283 c,38.67,92.749023,1,2,2014
Kepler-1090 c,3.29265785,42.42720032,1,2,2021
Kepler-1329 b,2.404,,1,1,2016
Kepler-122 c,4.66,12.465995556,1,5,2014
Kepler-1280 b,2.913,,1,1,2016
Kepler-964 b,4.15,13.5225106,1,1,2016
Kepler-303 b,0.95,1.937032068,1,2,2014
HATS-66 b,13.07086402,3.14138245313,1,1,2018
Kepler-390 b,0.73,6.73808701,2,2,2014
Kepler-24 e,2.353,18.99850923,1,4,2014
Kepler-270 b,2.01,11.476094,1,2,2014
Kepler-136 c,1.8,16.3992561,2,2,2014
Kepler-92 b,3.58,13.7488263,1,3,2013
Kepler-1593 b,3.17,174.509835,1,1,2016
Kepler-1900 b,1.19,2.98616791,1,1,2021
Kepler-257 b,2.61,2.382667,1,3,2014
Kepler-41 b,10.5,1.85555754,1,1,2011
Kepler-1237 b,2.518,,1,1,2016
Kepler-1729 b,3.89404186,4.220970154,1,1,2021
Kepler-60 b,1.951,7.13294363,1,3,2012
Kepler-303 b,0.87,1.937029968,1,2,2014
GJ 238 b,0.57637819,1.74470021864,1,1,2024
Kepler-578 b,2.086,,1,1,2016
Kepler-1845 b,1.88,11.60653061,1,1,2021
Kepler-1722 b,2.33,9.17858057,1,1,2021
Kepler-1524 b,2.86,70.9674603,1,1,2016
Kepler-169 f,3.12,87.0905994,1,5,2014
Kepler-109 b,2.54,6.481633073,1,2,2014
Kepler-372 d,2.42,30.0904877,1,3,2014
Kepler-1872 b,3.7,3.825904,1,1,2021
Kepler-304 b,3.8,3.295703644,1,4,2014
K2-147 b,1.47286006,0.961939,1,1,2018
Kepler-915 b,1.24,4.59489604,1,1,2016
TOI-1798.02,1.37400198,0.43780833646,1,2,2024
Kepler-20 b,2.007,3.696119675,2,6,2011
Kepler-679 b,2.819,,1,1,2016
Kepler-1542 c,0.83,2.89223021,1,4,2016
Kepler-101 c,1.18,6.02977241,1,2,2014
Kepler-33 b,1.54,5.66815436,1,5,2011
Kepler-491 b,9.16,4.225384512,1,1,2016
Kepler-1819 b,78.51,16.48688002,1,1,2021
Kepler-859 b,2.7,20.38164,1,1,2016
EPIC 229004835 b,2.18,16.1388,1,1,2023
Kepler-912 b,2.0,2.534756273,1,1,2016
Kepler-385 d,2.46,56.414742,1,3,2020
WASP-77 A b,13.56289,1.3600309,2,1,2012
Kepler-1262 b,1.91,8.67900242,1,1,2016
Kepler-183 b,2.19,5.6879831,1,2,2014
TOI-654.01,2.378,1.527561,1,1,2024
Kepler-238 c,2.48,6.15555756,1,5,2014
Kepler-1040 b,1.84,201.1214,1,1,2016
Kepler-132 e,1.125,110.2869374,2,4,2016
Kepler-827 b,5.2,51.92981,1,1,2016
K2-377 b,1.82,12.83306,1,1,2022
Kepler-231 b,1.54,10.06525147,1,2,2014
Kepler-167 d,1.262,21.8038763,2,4,2016
Kepler-1384 b,2.8,15.36254,1,1,2016
Kepler-590 b,5.627,,1,1,2016
Kepler-1936 b,3.285,126.557522,1,1,2021
K2-79 b,3.69,10.99573,1,1,2016
Kepler-100 b,1.31,6.88706037,1,4,2014
Kepler-1626 b,1.23,4.13962966,1,1,2016
CoRoT-16 b,13.11453,5.35227,1,1,2011
Kepler-724 b,3.63,3.314946338,1,1,2016
Kepler-198 c,2.44,49.5675359,1,3,2014
Kepler-80 e,1.33,4.645382149,1,6,2014
55 Cnc e,2.173,0.736546,2,7,2004
Kepler-32 d,2.29,22.78076945,1,5,2012
K2-121 b,7.50399,5.185768,1,1,2017
HAT-P-41 b,22.97845,2.69405,2,1,2012
Kepler-230 c,2.12,91.7732862,1,2,2014
TOI-2260 b,1.62,0.3524728,1,1,2022
Kepler-180 c,3.28,41.8854433,1,2,2014
Kepler-1988 b,2.59,11.49499722,1,1,2023
Kepler-56 c,9.8,21.405,1,3,2012
Kepler-1378 b,2.5,11.954051,1,1,2016
Kepler-474 b,3.06,5.660672935,1,1,2016
TOI-5027 b,10.76062147,10.24368,1,1,2025
Kepler-728 b,3.34,5.743477265,1,1,2016
Kepler-1894 c,1.17,5.053618,1,2,2023
K2-37 d,2.58,14.09292,1,3,2016
Kepler-308 c,2.19,15.3825006,1,2,2014
Kepler-197 d,1.15,15.67756112,2,4,2014
TOI-5795 b,5.62,6.1406325,1,1,2025
Kepler-247 b,1.65,3.336125104,1,3,2014
Kepler-1800 b,1.33,4.56204856,1,1,2021
Kepler-1055 b,1.134,,1,1,2016
Kepler-1838 b,1.14,12.14692791,1,1,2021
Kepler-275 d,3.08,35.6756963,1,3,2014
Kepler-49 d,1.83,2.577,1,4,2014
Kepler-1255 b,2.02,36.2919336,1,1,2016
Kepler-80 c,2.27,9.521650159,1,6,2012
KOI-1833 d,1.95,7.684334874,1,3,2021
Kepler-1182 b,2.05,11.17394617,1,1,2016
Kepler-1349 b,0.697,,1,1,2016
Kepler-139 c,2.81,157.0654802,1,5,2014
Kepler-1905 b,1.14,3.42391461,1,1,2021
Kepler-1241 b,2.73,18.5525701,1,1,2016
Kepler-493 b,11.42,3.003876581,1,1,2016
Kepler-275 d,3.328,,1,3,2014
Kepler-14 b,12.733,6.790123,2,1,2011
Kepler-1388 b,2.21,12.2854718,1,4,2016
Kepler-1407 b,2.2,20.07113,1,1,2016
Kepler-1025 b,35.34,37.3228722,1,1,2016
Kepler-1314 b,5.2,5.424749281,1,1,2016
KOI-217 b,12.505,,1,1,2010
Kepler-487 b,11.31,15.358768403,1,3,2016
Kepler-874 b,3.41,40.0686727,1,1,2016
Kepler-1371 b,0.943,,1,2,2016
Kepler-85 e,1.178,25.2152875,1,4,2014
K2-3 b,1.45,10.05467,1,3,2015
WASP-49 b,13.428382,2.7817362,2,1,2012
Kepler-383 c,1.47,31.2012202,1,2,2014
Kepler-892 b,2.74,13.7521072,1,1,2016
K2-17 b,1.94750799,17.969079,1,1,2015
Kepler-307 c,3.21,13.08424096,1,2,2013
Kepler-124 d,1.26,30.9507608,1,3,2014
Kepler-727 b,2.65,5.154484417,1,1,2016
Kepler-1815 b,2.8,12.19138811,1,1,2021
Kepler-801 b,2.09,11.42,1,1,2016
Kepler-1258 b,1.0,,1,1,2016
GJ 3929 b,1.09728674,2.61627687236,1,2,2022
Kepler-183 b,2.19,5.6879831,1,2,2014
Kepler-124 d,1.11,30.950851,1,3,2014
Kepler-150 f,3.64,637.2093,1,5,2017
Kepler-1912 b,1.86,6.05922662,1,1,2021
Kepler-1031 b,1.0,1.226223959,1,1,2016
GJ 486 b,1.3241394,1.46711903473,1,1,2021
Kepler-509 b,2.5,41.74591,1,1,2016
Kepler-289 b,2.423,,1,4,2014
Kepler-365 b,1.83,10.66487537,1,2,2014
KOI-351 h,11.252,331.6011081,1,8,2013
Kepler-1147 b,2.3,10.62784997,1,1,2016
Kepler-737 b,1.88,28.59915399,1,1,2016
Kepler-406 b,1.32,2.426300839,1,2,2014
Kepler-1684 b,3.62,47.7054612,1,1,2020
Kepler-21 b,1.59,2.785821693,2,1,2012
Kepler-51 b,6.89,45.1542,1,4,2012
Kepler-214 b,2.1,15.66057659,1,2,2014
Kepler-1541 b,1.16,8.40691199,1,1,2016
Kepler-1112 b,2.55,14.36267939,1,1,2016
Kepler-122 b,2.26,5.76616658,1,5,2014
Kepler-348 b,1.33,7.05675289,1,2,2014
Kepler-1370 c,1.11,7.441406,1,2,2016
Kepler-425 b,10.962,3.79701816,1,1,2014
TOI-969 b,3.64998,1.8237371,1,2,2022
Kepler-335 c,2.81,67.8450771,1,2,2014
Kepler-60 c,2.11,8.91902447,1,3,2012
Kepler-508 b,1.594,25.30889748,1,1,2016
Kepler-327 b,1.44,2.549563296,1,3,2014
Kepler-228 c,2.77,4.13443512,1,3,2014
Kepler-538 b,2.157,81.73780699,2,1,2016
Kepler-1059 b,1.74,3.764191048,1,1,2016
Kepler-244 c,2.135,9.76734365,1,3,2014
Kepler-553 b,4.86,4.030468037,1,2,2016
Kepler-23 b,1.88,7.10694385,1,3,2011
K2-182 b,2.93924,4.7369669,1,1,2018
Kepler-387 b,1.08,6.79164786,1,2,2014
K2-127 b,8.37,3.588163,1,1,2017
Kepler-172 d,2.21,14.62698952,1,4,2014
Kepler-1390 b,1.26,6.4802138,1,1,2016
Kepler-651 b,2.29,21.38521506,1,1,2016
Kepler-289 c,11.208,,1,4,2014
Kepler-1340 b,0.98,0.665026916,1,1,2016
Kepler-84 b,2.75,8.72585936,1,5,2012
Kepler-65 d,1.76,8.13122484,1,4,2012
Kepler-296 d,1.99,19.85025,2,5,2014
Kepler-590 b,3.51,5.85296257,1,1,2016
OGLE-TR-56 b,15.278,1.2119189,1,1,2002
Kepler-911 b,2.532,20.310501,1,1,2016
Kepler-1387 b,0.93,2.279526656,1,1,2016
Kepler-1735 b,0.92,7.71792296,1,1,2021
Kepler-200 c,1.46,10.22214214,1,2,2014
Kepler-1345 b,2.691,44.6169557,1,1,2016
Kepler-1172 b,3.26,26.0204423,1,1,2016
Kepler-734 b,3.56,6.104852856,1,1,2016
K2-199 b,1.73,3.2253993,1,2,2018
Kepler-514 b,1.49,5.65179605,2,1,2016
Kepler-625 c,1.18,4.1653651,1,2,2016
Kepler-1459 b,1.953,,1,1,2016
Kepler-1072 b,1.627,,1,1,2016
WASP-80 b,10.671,3.0678504,1,1,2012
WASP-80 b,11.197791,3.06785234,1,1,2012
TOI-421 b,1.92573459,5.19768583561,2,2,2020
HD 80606 b,11.242627,111.4367,2,1,2001
HD 80606 b,11.56766808,111.436765,2,1,2001
HD 28109 d,3.25,84.25999,1,3,2022
HD 28109 b,2.55946293,22.8909855,1,3,2022
TOI-333 b,4.78648335,3.78523282768,1,1,2025
TOI-333 b,4.26,3.7852503,1,1,2025
HD 206893 c,16.36511182,2090.0,1,2,2022
Kepler-539 b,8.149,125.62887621,1,2,2016
NGTS-15 b,12.32987877,3.27623,1,1,2021
Kepler-1555 b,1.55,8.10501635,1,1,2016
Kepler-122 b,1.84,5.76616658,1,5,2014
Kepler-163 c,2.3,21.34735,1,2,2014
Kepler-462 c,6.3,207.6035,1,2,2020
Kepler-1382 b,1.856,16.3583055,1,1,2016
Kepler-1618 b,1.409,,1,1,2016
K2-50 b,2.46,8.7529874,1,2,2016
NGTS-24 b,11.6401,3.4671474,1,1,2022
TOI-411 b,1.72,4.040301,1,3,2022
Kepler-346 c,2.871,23.85163032,1,2,2014
Kepler-1018 b,2.58,49.1013514,1,1,2016
Kepler-948 b,1.35,7.76845639,1,1,2016
Kepler-194 c,2.6,17.30797625,1,3,2014
Kepler-6 b,13.31600225,3.23469439654,1,1,2009
Kepler-758 b,2.98,12.10968709,1,4,2016
Kepler-312 b,0.98,1.77244975,1,2,2014
HD 219134 d,1.61,46.859,1,6,2015
Kepler-170 c,3.31,16.66584,1,2,2014
Kepler-495 c,1.28,5.89661966,1,2,2021
Kepler-1525 b,0.84,2.416601183,1,1,2016
Kepler-1397 b,1.37,47.449955,1,1,2016
Kepler-719 b,7.3,5.007317779,1,1,2016
Kepler-338 b,2.47,13.72707449,1,4,2014
Kepler-220 b,0.83,4.159817122,1,4,2014
XO-4 b,14.425983,4.1250828,1,1,2010
WASP-6 b,12.5428494,3.3610026,1,1,2009
TOI-5542 b,13.8062,75.1247037,1,1,2022
TOI-5542 b,11.30986153,75.12375,1,1,2022
Kepler-398 c,0.98,11.41945387,1,3,2014
Kepler-79 d,5.7,52.09081602,1,4,2014
Kepler-497 b,5.81,3.573202801,1,1,2016
Kepler-1476 b,1.8,10.35863224,1,1,2016
Kepler-1633 b,6.71,62.134919,1,1,2016
Kepler-1316 b,3.765,87.9732136,1,1,2016
Kepler-654 b,3.002,,1,1,2016
KIC 5437945 b,7.23,440.7843755,1,2,2015
HAT-P-3 b,9.97601,2.899738,2,1,2007
Kepler-55 f,1.828,,1,5,2014
Kepler-244 d,2.74,20.05040157,1,3,2014
Kepler-1334 b,2.31,15.64591713,1,1,2016
EPIC 206024342 d,4.0,14.637,1,3,2021
Kepler-466 b,2.86,51.07931,1,2,2016
Kepler-266 b,2.584,,1,2,2014
Kepler-1791 b,2.2,7.72087,1,1,2021
Kepler-60 d,2.55,11.9016171,1,3,2012
Kepler-92 d,2.03,49.3568849,1,3,2015
Kepler-267 d,2.22,28.463,1,3,2014
Kepler-1312 b,2.17,5.448321078,1,2,2016
Kepler-1018 b,2.6,49.10146,1,1,2016
Kepler-625 c,1.22,4.165471,1,2,2016
Kepler-1830 b,2.13,56.4932269,1,1,2021
Kepler-646 b,1.61,15.87364565,1,1,2016
Kepler-85 c,1.92,12.51366754,1,4,2012
Kepler-316 c,1.32,6.8277839,1,2,2014
Kepler-23 d,2.28,15.27438229,1,3,2014
Kepler-159 c,2.64,43.58642609,1,2,2014
Kepler-428 b,12.10572,3.52563254,1,1,2014
WASP-127 b,14.69526062,4.17806371388,2,1,2016
K2-97 b,13.45077684,8.407115,1,1,2016
HIP 29442 d,1.538,6.429575,1,3,2023
Kepler-771 b,1.62,8.73477,1,1,2016
Kepler-15 b,14.448401,4.942782,1,1,2011
Kepler-124 b,1.06,3.41045981,1,3,2014
Kepler-1162 b,2.22,32.5637069,1,2,2016
Kepler-24 e,2.46,18.99,1,4,2014
K2-38 c,2.49,10.56103,1,2,2016
Kepler-1510 b,2.97,84.703921,1,1,2016
Kepler-461 b,2.74,8.31377304,1,1,2016
Kepler-1041 b,2.59,24.7576421,1,1,2016
Kepler-51 b,6.56,,1,4,2012
Kepler-1412 b,1.027,3.6146051,1,1,2016
Kepler-444 f,0.51,9.74048418,3,5,2015
Kepler-444 f,0.95,9.74048508,3,5,2015
Kepler-1506 b,1.46,14.0329154,1,1,2016
Kepler-698 b,3.97,16.32976218,1,1,2016
EPIC 220674823 c,2.73,13.339079,1,2,2016
Kepler-292 d,2.185,,1,5,2014
Kepler-170 b,3.08,7.931,1,2,2014
TIC 139270665 b,7.22979255,23.624,1,2,2024
Kepler-1069 b,2.696,,1,1,2016
K2-70 b,2.69,13.9782,1,1,2016
Kepler-291 b,2.724,,1,2,2014
Kepler-805 b,3.01,30.8639476,1,1,2016
Kepler-1915 b,3.15,13.8354142,1,1,2021
Kepler-311 c,1.616,,1,3,2014
Kepler-412 b,12.53,1.720861324,1,1,2014
Kepler-1530 c,2.4,5.3227406,1,3,2016
HATS-36 b,12.92,4.175186,1,1,2018
Kepler-335 c,2.65,67.844689,1,2,2014
Kepler-727 b,2.53,5.154484417,1,1,2016
EPIC 228836835 b,1.27,0.72813,1,1,2021
Kepler-154 c,3.22,62.3027873,1,5,2014
Kepler-415 c,2.01,8.70798309,1,2,2014
K2-268 c,2.69,9.327527,1,5,2018
Kepler-82 e,2.3,5.902246921,1,5,2014
CoRoT-19 b,14.45961,3.89713,1,1,2011
Kepler-632 b,2.42,30.99660733,1,1,2016
Kepler-150 e,2.734,30.8264713,1,5,2014
Kepler-23 c,3.075,,1,3,2011
TOI-2081 b,1.94792902,10.50543617136,1,1,2022
Kepler-822 b,1.514,,1,1,2016
Kepler-238 c,1.88,6.15555756,1,5,2014
Kepler-1619 b,1.077,23.6225913,1,1,2016
Kepler-1167 b,1.7,1.003933739,1,1,2016
HD 28109 d,3.11,84.2899,1,3,2022
Kepler-281 d,4.3,148.272013,1,3,2021
Kepler-363 d,2.98,11.9320869,1,3,2014
Kepler-245 e,1.92,3.219821056,1,4,2016
Kepler-255 b,1.622,,1,3,2014
Kepler-483 b,2.35,30.229104,1,1,2016
Kepler-631 b,2.7,17.97988,1,1,2016
Kepler-156 c,2.51,15.90686437,1,2,2014
Kepler-192 c,2.27,21.22347296,1,3,2014
Kepler-84 c,3.15,12.88291395,1,5,2012
Kepler-1390 b,1.225,,1,1,2016
K2-286 b,2.1,27.359,1,1,2018
OGLE-TR-113 b,12.21781,1.4324758,1,1,2004
HAT-P-31 b,11.99,5.005425,1,1,2011
Kepler-297 c,6.54,74.920137,1,3,2014
Kepler-454 b,2.37,10.5737534,2,3,2015
TOI-5882 b,14.1861,7.1487697,1,1,2025
Kepler-1424 b,0.9,29.6091744,1,1,2016
Kepler-214 c,3.032,,1,2,2014
Kepler-1025 b,1.64,37.3229493,1,1,2016
Kepler-336 d,2.38,20.67879355,1,3,2014
Kepler-1178 b,0.73,31.80634,1,1,2016
Kepler-339 b,1.46,4.97761996,1,3,2014
Kepler-767 b,6.15,161.5280101,1,1,2016
Kepler-127 c,2.581,,1,3,2014
Kepler-139 c,2.8,157.0702,1,5,2014
Kepler-33 f,4.14,41.0280637,1,5,2011
K2-168 b,2.19,15.8523,1,2,2018
Kepler-265 b,1.592,6.84619299,1,4,2014
Kepler-49 c,2.69,10.913,1,4,2012
Kepler-395 b,1.0,7.05429483,1,2,2014
Kepler-173 c,2.77,8.005783665,1,2,2014
Kepler-1239 b,2.07,5.19104016,1,1,2016
Kepler-97 b,1.6,2.586638081,1,2,2014
Kepler-242 c,2.57,14.49643531,1,2,2014
Kepler-1336 b,1.98,23.198681,1,2,2016
Kepler-14 b,12.21,6.790121599,2,1,2011
Kepler-505 b,2.51,27.52197994,1,1,2016
K2-275 c,3.01612551,8.43889970961,1,2,2018
Kepler-1885 b,1.51110555,2.522559881,1,1,2021
Kepler-743 b,1.21,3.179262921,2,1,2016
WASP-59 b,8.687,7.919585,1,1,2012
Kepler-289 b,3.41,34.5438464,1,4,2014
Kepler-992 b,1.591,20.16034462,1,1,2016
Kepler-1757 b,2.56,19.65644811,1,1,2021
Kepler-605 c,0.841,2.358951515,1,2,2016
Kepler-649 b,2.46,29.90722674,1,1,2016
GJ 436 b,4.2,2.64386,1,1,2004
Kepler-1901 b,1.18,3.484149,1,1,2021
TOI-2421 b,10.36830715,4.3474032,1,1,2022
Kepler-1987 d,2.66,5.644914154,1,4,2023
Kepler-257 b,2.0,2.382666,1,3,2014
Kepler-757 b,1.423,,1,1,2016
Kepler-1064 b,1.26,16.54080322,1,1,2016
Kepler-621 b,1.9,2.628113746,1,1,2016
Kepler-87 c,6.47,191.239133,1,2,2013
Kepler-55 b,3.35,27.9537959,1,5,2012
Kepler-1118 b,2.848,,1,1,2016
Kepler-848 b,1.44,6.91134416,1,1,2016
