pl_name,pl_rade,pl_orbper,sy_snum,sy_pnum,disc_year
Kepler-1796 b,2.3,29.4556,1,1,2021
HAT-P-43 b,14.358729,3.332687,1,1,2012
Kepler-60 b,2.28,7.1316185,1,3,2012
K2-280 b,7.5,19.89526,1,1,2018
K2-152 b,2.29,32.6479,1,1,2018
Kepler-1406 b,1.06,11.62905828,1,1,2016
TOI-1201 b,2.415,2.4919863,2,1,2021
Kepler-728 b,3.13,5.743469797,1,1,2016
K2-58 c,1.71,2.53712,1,3,2016
Kepler-1572 b,1.33,5.49548621,1,1,2016
Kepler-354 c,1.254,,1,3,2014
Kepler-416 b,2.62,6.31942727,1,3,2014
K2-45 b,11.0,1.7292591,1,1,2016
Kepler-282 e,3.266,,1,4,2013
Kepler-1287 b,1.58,11.47685263,1,1,2016
Kepler-634 b,1.61,5.16950177,1,1,2016
Kepler-746 b,1.26,3.48159251,1,1,2016
Kepler-511 c,2.94,26.62946276,1,2,2021
Kepler-265 b,1.62,6.846113,1,4,2014
Kepler-138 d,1.26,23.0904007,1,4,2014
Kepler-94 b,3.045,2.508057352,1,2,2014
Kepler-184 d,2.55,29.02235217,1,3,2014
Kepler-119 b,3.6,2.422084448,1,2,2014
Kepler-49 d,1.54,2.576569689,1,4,2014
WASP-16 b,11.3,3.1186009,1,1,2009
Kepler-739 b,3.1,12.532507,1,1,2016
TOI-2981 b,13.4,3.601501,1,1,2024
Kepler-283 b,2.13,11.008151,1,2,2014
Kepler-1093 c,1.96,89.722292,1,2,2016
Kepler-207 c,1.46,3.071545396,1,3,2014
Kepler-1941 b,2.64976949,31.33510017,1,1,2021
Kepler-213 c,2.037,4.82297735,1,2,2014
Kepler-1199 b,1.08,15.0447198,1,1,2016
Kepler-652 b,2.46,4.182001885,1,1,2016
Kepler-1082 b,0.8,1.543206604,1,1,2016
Kepler-79 d,6.1,52.0911,1,4,2014
Kepler-207 d,3.09,5.868068017,1,3,2014
Kepler-1948 b,0.7,15.57131611,1,1,2021
TOI-5205 b,11.1125,1.6306523,1,1,2023
K2-212 b,2.82375991,9.79565352601,1,1,2018
Kepler-92 c,2.6,26.72428,1,3,2013
Kepler-1888 b,1.32578716,11.39169979,1,1,2021
Kepler-1829 b,2.4,5.186737262,1,1,2021
Kepler-1827 b,1.48,3.70062174,1,1,2021
Kepler-24 d,2.07,4.24439049,1,4,2014
Kepler-1007 b,1.17,5.185002073,1,1,2016
Kepler-102 e,2.52,16.145690772,1,5,2013
Kepler-1612 b,0.88,3.91795101,1,1,2016
Kepler-304 b,3.8,3.295703644,1,4,2014
Kepler-1315 b,1.38,0.84338011,1,2,2016
Kepler-251 d,4.25,30.1329303,1,4,2014
Kepler-572 b,2.29,17.20523483,1,1,2016
Kepler-304 c,2.32,5.315953474,1,4,2014
Kepler-783 b,1.05,4.2928,1,2,2016
Kepler-117 c,9.94,50.79034619,1,2,2014
Kepler-8 b,15.789,,1,1,2010
WASP-97 b,12.77826,2.07276,1,1,2014
Kepler-918 b,1.44,4.85386933,1,1,2016
K2-64 b,2.85,6.5311178,1,1,2016
L 98-59 b,0.8,2.2531,1,5,2019
Kepler-658 b,1.784,,1,1,2016
Kepler-988 b,2.373,,1,1,2016
Kepler-1330 b,1.65,10.10769068,1,1,2016
Kepler-635 b,2.5,23.44955,1,1,2016
Kepler-979 b,2.51,8.0880135,1,1,2016
K2-285 c,3.53,7.138048,1,4,2018
Kepler-1360 b,2.2,40.5286413,1,1,2016
Kepler-616 d,2.62,51.0672495,1,3,2021
Kepler-862 b,2.27,3.148664534,1,1,2016
Kepler-713 b,2.45,7.41113177,1,1,2016
K2-372 b,3.0,9.844017,1,1,2022
GJ 9827 b,1.571,1.209,1,3,2017
Kepler-208 c,1.49,7.46662197,1,4,2014
Kepler-1664 b,3.03320653,14.3868,1,1,2020
Kepler-32 c,2.2,8.75210645,1,5,2011
HD 219134 b,1.28153171,3.0929386,1,6,2015
Kepler-1172 b,3.2,26.0204423,1,1,2016
Kepler-1122 b,2.04,42.19301,1,1,2016
Kepler-80 f,1.182,0.986787059,1,6,2016
Kepler-716 c,1.335,3.96994893,1,2,2020
TOI-2180 b,11.32107051,260.79,1,1,2022
Kepler-132 d,1.399,18.01017554,2,4,2014
Kepler-524 b,2.731,7.97419807,1,2,2016
Kepler-238 d,3.06,13.23352214,1,5,2014
Kepler-307 c,3.21,13.08424096,1,2,2013
Kepler-251 c,2.77,16.514043,1,4,2014
Kepler-1186 b,2.23,16.07677615,1,1,2016
Kepler-240 b,1.502,4.14451776,1,2,2014
Kepler-476 b,2.8,14.00640607,1,1,2016
Kepler-727 b,2.65,5.154484417,1,1,2016
Kepler-230 b,3791.05,32.62882975,1,2,2014
Kepler-862 b,2.15,3.148661555,1,1,2016
Kepler-535 b,2.05,4.903321551,1,1,2016
HD 219134 c,1.511,6.76458,1,6,2015
Kepler-17 b,14.90797,1.48571091,1,1,2011
Kepler-276 c,2.83,31.884,1,3,2013
Kepler-791 b,2.14,14.55426,1,1,2016
Kepler-1979 b,29.33,18.5084526,1,1,2023
Kepler-1430 b,1.03,2.46050095,1,1,2016
HD 93963 A b,1.53671,1.0376109,2,2,2022
Kepler-247 d,5.0,20.47735749,1,3,2014
Kepler-1832 b,0.98,3.138781,1,1,2021
Kepler-1431 b,1.803,,1,1,2016
Kepler-368 c,2.65,72.381301,1,2,2014
Kepler-521 b,3.591,,1,1,2016
Kepler-335 b,3.198,6.56225728,1,2,2014
Kepler-466 c,1.24,3.709213846,1,2,2016
Kepler-332 d,1.125,34.2113054,1,3,2014
Kepler-544 b,2.651,,1,1,2016
K2-195 b,3.29,15.85388,1,2,2018
Kepler-1863 b,1.59,44.9977604,1,1,2021
Kepler-112 c,2.8,28.5742649,1,2,2014
Kepler-83 d,1.94,5.169796,2,3,2014
Kepler-26 b,3.6,12.2829,1,4,2011
Kepler-835 b,3.32,11.41911886,1,1,2016
TOI-5634 A b,9.6722,2.2054776,2,1,2024
Kepler-11 d,2.97,22.687,1,6,2010
Kepler-801 b,2.0,11.41928253,1,1,2016
Kepler-1079 b,2.87,13.24514,1,1,2016
Kepler-1275 b,1.313,,1,1,2016
Kepler-868 b,2.05,5.03251791,1,1,2016
Kepler-920 b,2.57,6.53192704,1,2,2016
Kepler-1336 c,1.03,5.77721211,1,2,2016
KOI-94 b,1.71,3.743208,2,4,2013
Kepler-627 b,3.36,40.6994443,1,1,2016
Kepler-599 b,2.97,15.65562652,1,1,2016
TOI-411 c,2.328,9.573083,1,3,2022
Kepler-1833 b,1.35,6.89213244,1,1,2021
Kepler-1618 b,1.07,6.10826019,1,1,2016
Kepler-1775 b,2.21,85.6535849,1,1,2021
Kepler-1693 b,1.12,12.09997831,1,2,2020
Kepler-55 e,1.51,4.61746693,1,5,2014
Kepler-1245 c,1.64,2.936584681,1,2,2016
Kepler-1956 b,1.14,5.94373492,1,1,2021
Kepler-1088 b,1.36,23.12748644,1,1,2016
Kepler-166 b,2.3,7.650243513,1,3,2014
Kepler-19 b,2.296,,1,3,2011
KOI-142 b,3.93,10.916108342,1,3,2013
Kepler-2000 c,1.85,20.62,1,2,2023
Kepler-574 b,2.25,7.65880414,1,1,2016
Kepler-68 b,2.35389,5.39876,2,4,2013
KELT-17 b,17.093725,3.0801716,1,1,2016
Kepler-495 c,0.8,5.8966109,1,2,2021
Kepler-1812 b,2.8,7.165187,1,1,2021
Kepler-775 b,1.19,0.974868926,1,1,2016
Kepler-480 b,2.984,,1,1,2016
KELT-4 A b,18.81822184,2.9895092,3,1,2016
Kepler-1767 b,2.6,59.6626,1,1,2021
Kepler-40 b,14.23543,6.87349,1,1,2010
Kepler-1198 b,1.8,7.68493,1,1,2016
Kepler-295 b,4.14,,1,3,2014
EPIC 201497682 b,0.692,2.13174,1,1,2019
Kepler-1284 b,1.19,0.664073806,1,1,2016
EPIC 246851721 b,13.70374653,6.18026138745,2,1,2018
Kepler-1864 b,1.04,3.88151335,1,1,2021
Kepler-198 b,2.62,17.79002419,1,3,2014
Kepler-259 b,3.209,,1,2,2014
Kepler-1294 b,3.52,115.6863392,1,1,2016
Kepler-812 b,3.021,,1,1,2016
Kepler-84 e,2.3,27.4345883,1,5,2014
Kepler-627 b,3.36,40.6994443,1,1,2016
Kepler-597 b,2.22,13.02365861,1,1,2016
Kepler-210 c,3.3,7.9725436,1,2,2014
Kepler-1509 b,1.85,25.4338197,1,1,2016
Kepler-264 b,4.8,40.80686,1,2,2014
Kepler-758 b,2.48,12.1097104,1,4,2016
Kepler-1016 b,2.12,1.954524342,1,2,2016
Kepler-1519 b,6.84,240.7989397,1,1,2016
WASP-157 b,11.19,3.951623,1,1,2016
TOI-2447 b,9.60609646,69.33684,1,1,2024
WASP-2 b,11.635,2.152226,2,1,2007
Kepler-80 b,2.67,7.05246,1,6,2012
Kepler-1300 b,1.06,22.2419092,1,1,2016
Kepler-173 b,1.28,4.26374847,1,2,2014
Kepler-381 c,1.41,13.39152873,1,3,2014
Kepler-1776 b,2.2,35.01198785,1,1,2021
Kepler-1084 b,1.3,,1,1,2016
TOI-5005 b,6.25,6.3085044,1,1,2024
Kepler-317 c,1.7,8.77514,1,2,2014
Kepler-310 b,1.21,13.93072278,1,3,2014
Kepler-174 b,2.09,13.98177862,1,3,2014
Kepler-50 c,1.825,9.37664325,1,2,2012
Kepler-51 c,5.71,85.3128662,1,4,2012
Kepler-1164 b,1.108,3.97599768,1,1,2016
Kepler-1252 b,1.27,15.0540329,1,1,2016
Kepler-1365 b,0.79,7.69993485,1,2,2016
Kepler-1956 b,1.15,5.94375659,1,1,2021
Kepler-354 d,1.46,24.21152,1,3,2014
Kepler-1059 b,1.73,3.764191048,1,1,2016
Kepler-1032 b,1.53,3.290117953,1,1,2016
Kepler-229 d,3.62,41.1970874,1,3,2014
Kepler-1504 b,2.13,82.304003,1,1,2016
Kepler-133 b,2.013,8.13000457,1,2,2014
Kepler-795 b,2.27,29.61981,2,1,2016
Kepler-1335 b,1.45,6.26406846,1,1,2016
HATS-46 b,10.55059224,4.74237090118,1,1,2018
Kepler-116 b,3.191,,1,2,2014
Kepler-355 c,2.71,25.762294,1,2,2014
Kepler-20 c,2.99,10.854095934,2,6,2011
Kepler-464 b,3.402,7.256965224,1,1,2016
Kepler-1072 b,1.4,1.569066502,1,1,2016
K2-98 b,4.93,10.13693,1,1,2016
Kepler-9 c,8.22,38.907202,1,3,2010
Kepler-1059 b,1.74,3.764191048,1,1,2016
Kepler-29 c,2.39,,1,2,2011
Kepler-273 b,1.92,2.936527336,1,2,2014
Kepler-1426 b,1.56,14.2563227,1,1,2016
Kepler-705 b,1.96,56.0560538,1,1,2016
Kepler-1220 b,1.37,7.42693741,1,1,2016
KOI-351 b,1.31,7.008151,1,8,2013
Kepler-87 b,9.51,114.7363519,1,2,2013
Kepler-1756 b,1.34,2.35574505,1,1,2021
K2-3 b,2.14,10.054626,1,3,2015
Kepler-1058 b,2.12,110.96546,1,1,2016
Kepler-253 d,3.17,18.11989364,1,3,2014
Kepler-742 b,3.73,8.360868238,1,1,2016
Kepler-1768 b,2.54,15.13591895,1,1,2021
Kepler-382 c,2.053,12.16281552,1,2,2014
Kepler-286 d,1.33,5.914323,1,4,2014
Kepler-385 b,2.79,10.044,1,3,2014
WASP-60 b,13.731025,4.305004,1,1,2012
WASP-84 b,10.939984,8.5234962,1,2,2014
Kepler-100 d,1.536,35.3330866,1,4,2014
Kepler-776 b,1.38,4.89718784,1,1,2016
Kepler-740 b,4.87,3.584101216,1,1,2016
TOI-2266 b,1.54,2.326318,1,1,2024
Kepler-54 b,2.1,8.0109434,1,3,2012
Kepler-99 b,1.511,,2,1,2014
Kepler-333 c,1.2,24.0882568,2,2,2014
Kepler-1911 b,1.45,5.99077497,1,1,2021
Kepler-1613 b,2.34,1.5184299,1,1,2016
Kepler-1254 b,1.54,9.99113313,1,3,2016
Kepler-1614 b,1.4,3.94660745,1,1,2016
Kepler-1360 b,5.92,40.5289885,1,1,2016
Kepler-192 b,2.2,9.92672514,1,3,2014
Kepler-909 b,1.47,13.93290318,1,1,2016
Kepler-1432 b,2.22,23.9109011,1,1,2016
Kepler-768 b,1.74,11.3910025,1,1,2016
TOI-1136 d,4.62115423,12.51861,1,6,2022
Kepler-497 b,6.04,3.573203671,1,1,2016
Kepler-127 b,1.4,14.435889,1,3,2014
Kepler-27 c,4.9,31.3309,1,3,2011
Kepler-1769 b,3.35,89.1934705,1,1,2021
HATS-49 b,8.62854045,4.14703592335,1,1,2020
Kepler-152 c,2.9,88.25474,1,2,2014
Kepler-1691 b,1.64,3.848208,1,1,2020
Kepler-1099 b,2.41,2.168451063,1,1,2016
Kepler-446 c,1.4,3.036208739,1,3,2015
Kepler-959 b,3.917,,1,1,2016
K2-110 b,2.5,13.86383,1,1,2017
Kepler-178 b,2.88,9.57665962,1,3,2014
Kepler-1218 b,1.36,22.9221266,1,1,2016
CoRoT-4 b,13.34,9.20205,1,1,2008
Kepler-1543 b,2.22,6.96710269,1,1,2016
Kepler-1187 b,2.33,18.87064068,1,1,2016
K2-228 b,1.38434336,2.698368,1,1,2018
TOI-3071 b,7.16,1.266938,1,1,2024
Kepler-167 e,9.27,1071.232624,2,4,2016
Kepler-178 d,3.29,96.6781852,1,3,2014
Kepler-930 b,2.3,71.4517775,1,1,2016
Kepler-1436 b,1.31,9.705716,1,1,2016
OGLE-TR-113 b,12.251,1.4324752,1,1,2004
Kepler-1870 b,1.746,3.606941526,1,1,2021
Kepler-9 c,8.106,38.90787517,1,3,2010
Kepler-1409 b,1.05,0.7648651,1,1,2016
Kepler-33 b,1.74,5.66793,1,5,2011
Kepler-1891 b,1.31,4.022309329,1,1,2021
Kepler-1811 b,2.87,76.4217472,1,1,2021
TOI-128.01,2.3216,4.9404714,1,1,2024
Kepler-1587 b,1.263,,1,1,2016
Kepler-270 c,1.5,25.2630268,1,2,2014
Kepler-990 b,2.25,9.91723428,1,2,2016
K2-342 b,2.03,11.561052,1,1,2021
Kepler-431 c,0.875,8.70337044,1,3,2015
Kepler-1596 b,1.99,66.373298,1,1,2016
Kepler-1090 c,2.8,42.42548,1,2,2021
Kepler-130 c,2.877,27.50867519,2,3,2014
Kepler-352 d,0.66,6.88729828,1,3,2021
Kepler-836 b,2.73,11.36112327,1,1,2016
Kepler-1200 b,1.06,1.118549717,1,1,2016
Kepler-521 b,3.18,22.20813214,1,1,2016
Kepler-1269 b,1.54,37.3331536,1,1,2016
TOI-2443 b,2.68688927,15.6692322099,1,1,2023
Kepler-370 c,1.91,19.02293,1,2,2014
Kepler-1673 b,2.777,33.78882491,1,1,2020
Kepler-783 c,2.55,7.053936122,1,2,2020
Kepler-138 b,0.59,10.31282204,1,4,2014
Kepler-1090 b,2.25,198.680179,1,2,2016
Kepler-341 e,2.43,42.4730575,1,4,2014
Kepler-18 c,4.267,7.641571533,1,3,2011
Kepler-333 c,1.3,24.0882568,2,2,2014
Kepler-11 g,3.46,118.378379,1,6,2010
Kepler-1336 c,1.03,5.77721211,1,2,2016
HD 106315 c,4.29405386,21.057504,1,2,2017
K2-384 b,1.076,2.231527,1,5,2022
Kepler-59 b,1.491,,1,2,2012
Kepler-60 b,1.97,7.13294363,1,3,2012
Kepler-920 c,4.05,100.8274113,1,2,2016
Kepler-625 c,1.0,4.16536757,1,2,2016
Kepler-297 c,7.54,74.92771752,1,3,2014
Kepler-403 c,1.75,54.280749,1,3,2014
Kepler-651 b,2.29,21.38521506,1,1,2016
Kepler-133 b,1.76,8.129976,1,2,2014
Kepler-204 b,2.23,14.40094471,1,2,2014
TOI-5344 b,9.7,3.792622,1,1,2023
KELT-24 b,15.8043,5.5514888,2,1,2019
Kepler-305 c,3.3,8.291,1,4,2013
Kepler-333 b,1.46,12.55109333,2,2,2014
Kepler-195 c,1.55,34.096863,1,2,2014
Kepler-26 d,1.13,3.543867,1,4,2014
K2-219 c,1.66,6.6674,1,3,2018
K2-187 b,1.5,0.773987,1,4,2018
Kepler-508 b,2.36,25.30889748,1,1,2016
GJ 1132 b,1.21456642,1.62893219977,1,2,2015
Kepler-305 e,1.753,3.20539833,1,4,2020
Kepler-1195 b,2.11,8.49642241,1,1,2016
Kepler-23 c,3.15,10.74242766,1,3,2011
Kepler-1394 b,1.003,,1,1,2016
Kepler-624 b,2.05,14.58649607,1,1,2016
Kepler-1002 b,1.63,4.336429331,1,1,2016
Kepler-245 e,1.708,,1,4,2016
Kepler-1802 c,1.88,33.1364259,1,2,2021
Kepler-1050 b,1.51,15.3787546,1,2,2016
K2-212 b,2.65,9.795647,1,1,2018
HD 23472 b,1.872,17.667,1,5,2019
Kepler-1479 b,1.69,14.53260546,1,1,2016
Kepler-1067 c,1.33,5.42587228,1,2,2021
LTT 1445 A b,1.18,5.35876,3,2,2019
Kepler-472 b,3.18,4.176255514,1,1,2016
Kepler-1257 b,1.55,2.668313762,1,1,2016
Kepler-237 b,1.46,4.71510843,1,2,2014
Kepler-719 b,7.4,5.007312,1,1,2016
Kepler-1412 b,1.005,,1,1,2016
Kepler-126 d,2.47,100.2828693,1,3,2014
K2-36 c,2.82,5.3408934,1,2,2016
Kepler-1981 b,9.4119997,453.5429993,1,1,2023
Kepler-11 b,1.85,10.30400497,1,6,2010
Kepler-1773 b,2.854,40.80957622,1,1,2021
Kepler-1551 b,2.66,24.4973698,1,1,2016
Kepler-228 b,1.59,2.56658897,1,3,2014
Kepler-85 b,2.074,8.3053749,1,4,2012
Kepler-1742 b,1.95,49.4781649,1,1,2021
TOI-1386 b,6.05284958,25.83839,1,2,2024
Kepler-797 b,1.9,27.07259,1,1,2016
K2-105 b,3.5,8.267084,1,1,2017
TOI-2076 c,3.69441587,21.015327,1,4,2021
Kepler-468 b,12.56093758,38.47876130991,1,1,2016
KOI-1783.02,5.253,284.060953,1,2,2020
Kepler-622 b,2.091,,1,1,2016
Kepler-883 b,2.018,12.98495573,1,1,2016
Kepler-225 b,1.36,6.73893995,1,2,2014
Kepler-1420 b,1.32,6.69960006,1,1,2016
EPIC 212587672 c,2.31,23.2259,1,2,2021
TOI-1346 b,2.39,1.7622538,1,2,2025
Kepler-138 b,0.629,,1,4,2014
Kepler-62 e,1.73,122.3863812,1,5,2013
Kepler-1688 b,2.53,5.62005172,1,1,2020
Kepler-924 b,3.38,61.0373591,1,1,2016
HAT-P-28 b,13.585308,3.257215,1,1,2011
Kepler-1992 b,0.91,15.611223,1,1,2023
Kepler-157 c,2.665,13.54056874,1,3,2014
Kepler-1560 b,0.88,,1,1,2016
Kepler-986 b,2.09,56.4349938,1,1,2016
Kepler-1531 b,1.27,1.138543376,1,1,2016
Kepler-443 b,2.2,177.669112,1,1,2015
Kepler-52 b,2.1,7.8773565,1,3,2012
Kepler-861 b,2.43,3.949631375,1,1,2016
Kepler-286 b,1.39,1.796324389,1,4,2014
K2-14 b,4.81,8.36802,1,1,2015
Kepler-395 c,1.25,34.9894475,1,2,2014
Kepler-357 d,3.38,49.5004952,1,3,2014
Kepler-402 d,1.22,8.9211602,1,4,2014
Kepler-186 f,1.11,129.9459,1,5,2014
Kepler-496 b,2.32,8.30864937,1,1,2016
HIP 29442 c,1.551,3.5379559,1,3,2023
Kepler-238 b,1.36,2.09081565,1,5,2014
Kepler-258 c,2.549,,1,2,2014
Kepler-92 c,2.39,26.72320599,1,3,2013
Kepler-1561 b,0.89,1.005207007,1,1,2016
Kepler-93 b,1.629,4.726739475,1,2,2014
Kepler-1488 c,1.65156749,6.158269882,1,2,2021
Kepler-191 d,2.26,5.945041017,1,3,2016
Kepler-314 b,0.84,2.46106962,1,2,2014
Kepler-1879 b,1.32,10.61345435,1,1,2021
Kepler-350 c,3.191,,1,3,2013
Kepler-331 c,2.76,17.2811521,1,3,2014
Kepler-1663 b,2.63,17.60460628,1,1,2020
Kepler-1221 b,1.61,12.00096042,1,1,2016
K2-365 b,2.89705396,23.446873,1,1,2022
Kepler-1461 b,2.03,29.3494775,1,1,2016
Kepler-149 c,1.77,55.3285813,1,3,2014
Kepler-467 b,2.29,24.99324319,1,1,2016
Kepler-1194 b,1.84,16.22371307,1,1,2016
Kepler-1104 b,1.07,5.03728015,1,1,2016
K2-72 c,0.86,15.1871,1,4,2016
Kepler-763 c,1.39,4.09666758,1,3,2023
Kepler-1391 b,1.36,54.4092333,1,1,2016
Kepler-191 b,1.4,9.93967857,1,3,2014
Kepler-513 b,2.19,28.86235584,1,1,2016
K2-348 b,3.26,4.688418,1,2,2021
Kepler-244 d,2.78,20.05040157,1,3,2014
Kepler-653 c,0.758,0.900376476,1,2,2016
Kepler-1373 b,0.89,1.291233083,1,1,2016
TOI-4438 b,2.49,7.4463,1,1,2024
Kepler-26 e,2.41,46.827915,1,4,2014
TOI-5300 b,9.86390302,2.262196,1,1,2025
Kepler-615 b,1.92,10.35586478,1,1,2016
Kepler-920 b,3.016,,1,2,2016
Kepler-897 b,1.95,8.0472642,1,1,2016
Kepler-1233 b,2.36,45.1263042,1,1,2016
Kepler-1454 b,1.98,47.0320478,1,1,2016
Kepler-1537 b,2.2,1.444453798,1,1,2016
Kepler-436 b,2.48,64.0019669,1,2,2015
Kepler-1835 b,2.73,11.96721766,1,1,2021
Kepler-1487 c,3.02,35.8022845,1,2,2023
Kepler-1869 c,1.57,1.716831717,1,2,2023
Kepler-20 e,0.82,6.09853672,2,6,2011
WASP-181 b,13.271456,4.5195064,1,1,2019
Kepler-1378 b,2.14,11.95398936,1,1,2016
Kepler-129 b,2.4,15.79196594,1,3,2014
Kepler-649 b,2.243,,1,1,2016
Kepler-221 e,2.43,18.3697231,1,4,2014
TOI-1695 b,1.79929661,3.13429456192,1,1,2022
Kepler-248 b,2.782,,1,2,2014
Kepler-673 b,6.27,3.728731093,1,1,2016
Kepler-125 c,0.83,5.77442209,1,2,2014
Kepler-1917 b,1.88971288,12.90240002,1,1,2021
Kepler-1244 b,1.15,3.70428172,1,1,2016
Kepler-338 d,2.731,,1,4,2014
Kepler-338 c,2.37,24.3111399,1,4,2014
Kepler-192 d,0.89,6.47027579,1,3,2016
Kepler-339 c,1.15,6.988055,1,3,2014
Kepler-214 b,3.187,,1,2,2014
Kepler-1841 b,1.66,25.8859397,1,1,2021
Kepler-1299 b,2.98,19.9400874,1,1,2016
Kepler-1943 b,1.54869189,4.850180149,1,1,2021
Kepler-20 f,0.9,19.5776073,2,6,2011
Kepler-387 c,1.128,11.8377261,1,2,2014
Kepler-106 e,2.621,43.84444353,1,4,2014
Kepler-1003 b,1.3,3.554856915,1,1,2016
Kepler-1312 b,1.8,5.448325286,1,2,2016
K2-35 c,1.9,5.60871,1,2,2016
Kepler-246 c,1.7,11.18714042,1,2,2014
Kepler-200 b,1.894,,1,2,2014
Kepler-804 b,1.94,14.37457572,1,2,2016
Kepler-1311 b,1.06,11.1726994,1,3,2016
HAT-P-40 b,18.03115599,4.45714437131,1,1,2012
Kepler-1572 b,1.3,5.49548533,1,1,2016
Kepler-1605 b,2.99,85.7567919,1,1,2016
Kepler-327 c,1.24,5.21231585,1,3,2014
Kepler-487 c,2.68,38.6519976,1,3,2016
Kepler-235 d,1.96,20.06036336,1,4,2014
K2-6 b,2.44,30.9403,1,1,2015
Kepler-152 b,3.08,18.20795835,1,2,2014
Kepler-125 c,0.85,5.77,1,2,2014
Kepler-1595 b,1.127,,1,1,2016
OGLE-TR-132 b,13.4508,1.68986531,1,1,2004
Kepler-519 b,2.133,24.3078946,2,1,2016
Kepler-214 c,1.83,28.7795813,1,2,2014
Kepler-1319 b,1.34,2.886762645,2,1,2016
Kepler-1233 b,2.26,,1,1,2016
Kepler-1445 b,1.071,10.60052251,1,1,2016
Kepler-1589 b,1.19,0.991659646,1,1,2016
Kepler-290 c,2.83,36.7704935,1,3,2014
Kepler-43 b,10.56,3.02409489,1,1,2011
Kepler-33 d,4.77,21.77568751,1,5,2011
Kepler-1881 b,2.595,159.388051,1,1,2021
Kepler-1042 b,2.19,10.13202575,1,1,2016
Kepler-368 c,1.42,72.381301,1,2,2014
Kepler-758 e,1.47,8.1934719,1,4,2016
Kepler-172 c,2.35,6.38901755,1,4,2014
Kepler-132 b,1.21,6.178196,2,4,2014
Kepler-11 b,1.71,10.304,1,6,2010
Kepler-368 c,3.961,72.381301,1,2,2014
Kepler-603 c,5.8,127.9075774,1,3,2016
Kepler-1120 b,1.5,2.949017,1,1,2016
Kepler-301 c,1.478,5.41907559,1,3,2014
Kepler-352 d,0.66,6.88729828,1,3,2021
Kepler-83 c,2.04,20.0901,2,3,2012
Kepler-1867 b,0.7,9.88744,1,1,2021
Kepler-1355 b,1.38,1.289590179,1,1,2016
Kepler-127 c,2.5,29.39337161,1,3,2014
Kepler-394 c,1.81,12.13065293,1,3,2014
Kepler-842 b,1.58,1.21956827,1,1,2016
Kepler-1321 d,3.08,5.72087524,1,3,2021
Kepler-1282 b,1.5,2.131925,1,1,2016
Kepler-1680 b,2.8,8.77406,1,1,2020
Kepler-391 b,2.21,7.41680902,1,2,2014
Kepler-247 b,1.66,3.336125104,1,3,2014
Kepler-207 c,1.06,3.071545396,1,3,2014
Kepler-329 c,1.93,18.6848377,1,2,2014
Kepler-246 b,2.37,4.601816855,1,2,2014
Kepler-1331 b,0.96,0.789161653,1,1,2016
Kepler-132 c,1.4,6.41491277,2,4,2014
Kepler-254 c,2.28,12.41217869,1,3,2014
Kepler-237 c,2.11,8.10363271,1,2,2014
Kepler-160 c,3.768,,1,3,2014
Kepler-167 e,10.15,1071.23228,2,4,2016
Kepler-876 b,1.45,5.14438011,1,1,2016
Kepler-1220 b,1.37,7.42693741,1,1,2016
TOI-512 b,1.52545823,7.18873321304,1,1,2025
Kepler-1928 b,1.96,19.57783279,1,1,2021
Kepler-326 d,1.22,6.76689811,1,3,2014
Kepler-651 b,2.303,21.38521506,1,1,2016
K2-191 b,1.63,2.85847,1,1,2018
Kepler-80 e,1.69,4.645397088,1,6,2014
Kepler-1087 b,0.82,0.693842855,1,1,2016
Kepler-1388 b,2.23,12.2854603,1,4,2016
Kepler-549 c,2.93,117.040498,1,3,2016
Kepler-188 c,2.96,5.996533443,1,2,2014
Kepler-145 c,3.92,42.88232415,1,2,2013
Kepler-276 b,2.87,14.12841,1,3,2014
Kepler-1712 b,1.94,13.815058,1,1,2021
Kepler-1067 c,1.48,5.42586901,1,2,2021
Kepler-1385 b,0.56,2.888796,1,1,2016
Kepler-250 d,2.18,17.648312,1,3,2014
Kepler-23 b,1.93,7.10694385,1,3,2011
Kepler-512 b,2.32,,1,1,2016
Kepler-654 b,2.07,13.72465129,1,1,2016
Kepler-1266 c,1.68023962,4.86631012,1,2,2021
Kepler-174 d,2.22,247.3503,1,3,2014
Kepler-339 b,1.42,4.977656,1,3,2014
Kepler-1962 b,1.21,7.99147383,1,1,2021
Kepler-278 c,3.66,51.0771048,1,2,2014
Kepler-1709 b,2.57,65.70460002,1,1,2021
Kepler-1327 b,1.8,14.88811,1,1,2016
TOI-1268 b,9.1,8.1577094,1,1,2022
Kepler-223 d,3.77,14.78769446,1,4,2014
WASP-35 b,14.796,3.161575,1,1,2011
K2-155 d,1.64,40.6835,1,3,2018
Kepler-519 b,2.11,24.3078946,2,1,2016
Kepler-114 c,1.28,8.041331208,1,3,2013
Kepler-1181 b,1.6,4.89336495,1,2,2016
Kepler-1118 b,2.56,38.6715075,1,1,2016
Kepler-1946 b,3.59,3.035206175,1,1,2021
K2-154 b,2.23,3.67635,1,2,2018
Kepler-832 b,2.33,7.1396941,1,1,2016
Kepler-1927 b,3.78,73.7502765,1,1,2021
Kepler-20 f,1.003,19.57758478,2,6,2011
Kepler-279 d,3.2,54.4205407,1,4,2013
HD 56414 b,3.71,29.04992,1,1,2022
Kepler-408 b,0.82,2.46502,1,1,2014
Kepler-44 b,12.82971612,3.25096567932,1,1,2011
